,Liklihood,Title,Link,About,DetectedWords
0,0.43,More than just a doctor on your phone - Babylon Health,https://www.babylonhealth.com/en-us,"Healthcare anytime, from your phone. Book a Babylon Virtual Doctor Appointment 24/7, check your symptoms with our artificial intelligence powered app.","['personalized', 'AI', '24/7']"
