Importance Score,Song Name,Artist,Number of Cities where Song Broke Top Chart,Broke US Top Chart,Aberdeen-SD,Aberdeen-WA,Abilene,Akron,Albany,Albuquerque,Allentown,Anaheim,Anchorage,Asheville,Atlanta,Aurora,Austin,Bakersfield,Baltimore,Barnstable,Baton-Rouge,Bellingham,Belvidere,Bend,Billings,Birmingham,Bismarck,Boise,Boston,Brentwood-NY,Bridgeport,Brockton,Brooklyn,Brownsville,Buffalo,Cape-Coral,Casper,Cedar-Rapids,Centreville,Charleston,Charlotte,Cheyenne,Chicago,Chico,Cincinnati,Clarksville-TN,Cleveland,Colorado-Springs,Columbia,Columbus,Concord-CA,Coram-NY,Coventry-RI,Crystal-Lake,Dale-City-VA,Dallas,Davenport,Dayton,Denver,Detroit,Dodge-City,Douglas-GA,Duluth,Dumas,El-Paso,Elgin,Erie,Eugene,Evanston,Fairbanks,Fairfield,Fargo,Fayetteville-AR,Fort-Lauderdale,Fort-Worth,Freeport-FL,Fremont-CA,Fresno,Grand-Island,Grand-Junction,Grand-Rapids,Great-Falls,Green-Bay,Greensboro,Greenville,Hammond-IN,Hanover-PA,Hartford,Hilo,Honolulu,Houston,Idaho-Falls,Indianapolis,Jackson,Jacksonville,Joliet,Juneau,Kansas-City,Keene-NH,Kennewick,Killeen,Knoxville,Lansing,Laredo,Las-Vegas,Lewiston,Little-Rock,Los-Angeles,Louisville,Lubbock,Macon,Madison,Manhattan,Mansfield-City,Marquette,McAllen,Memphis,Mesa,Miami,Milford-DE,Milwaukee,Minneapolis,Missoula,Mobile,Modesto,Nashville,New-Haven,New-Orleans,New-Ulm-MN,New-York-City,Norfolk,North-Platte,Norwich,Oakland,Ogden,Oklahoma-City,Omaha,Oneonta,Orlando,Oxnard,Philadelphia,Phoenix,Pine-Bluff,Pittsburgh,Pittsfield,Pocatello,Port-Angeles,Port-Saint-Lucie,Portland,Providence,Provo,Pueblo,Raleigh,Rapid-City,Reading,Reno,Richmond,Riverside,Rochester,Rockford,Rome,Sacramento,Saint-Cloud,Saint-Paul,Salinas,Salt-Lake-City,San-Antonio,San-Diego,San-Francisco,San-Jose,Santa-Barbara,Sarasota,Scranton,Seattle,Shreveport,Sioux-Falls,South-Boston,Spokane,Springfield-IL,Springfield-MA,Springfield-MO,St.-Louis,Stockton,Syracuse,Tacoma,Tallahassee,Tampa,The-Woodlands-TX,Thousand-Oaks,Toms-River,Tracy-CA,Trenton,Tucson,Tulsa,Twin-Falls,Tyler,Virginia-Beach,Warren-OH,Washington-D.C.,Wichita,Wilmington,Worcester,Yakima,Youngstown,Yuma
47.84,To Be Loved By You,Parker McCollum,36.0,False,,,,,,,,,,,,,,,,48.0,,,9.0,,17.0,,,38.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,49.0,,,30.0,50.0,,,12.0,,,,,,41.0,,,30.0,,,,,,31.0,,,12.0,,,44.0,,,,,,,,,,,,,,,,,25.0,,46.0,38.0,,36.0,,,25.0,,,49.0,,,28.0,48.0,,,,,,38.0,,,,,,,,,,,,36.0,,,,44.0,46.0,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,33.0,,,,,,,,,18.0,27.0,,31.0,,,,,,,,,40.0,,,,,,44.0,,27.0,,,,49.0,,,22.0,,
47.92,pushin P,Gunna & Future Feat. Young Thug,44.0,False,,,7.0,48.0,,,,,,35.0,11.0,,,,47.0,,44.0,,,,,30.0,,,43.0,,,45.0,,,,,,,,,20.0,,43.0,,36.0,,39.0,,35.0,24.0,,,,,,45.0,,,,40.0,,,,,,,,,,,,,43.0,,,,,,,,,,34.0,11.0,28.0,44.0,,,,,50.0,,50.0,,50.0,35.0,,,,,,,49.0,,,,,,48.0,,12.0,,,,,,40.0,,,,42.0,,,,,50.0,,,,,31.0,,,,,,,,,,,,14.0,,,,,37.0,,,,,45.0,48.0,,,44.0,,,,8.0,,,,,,,,,,,43.0,,50.0,35.0,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,43.0,,,
47.94,Never Say Never,Cole Swindell & Lainey Wilson,32.0,False,,,,42.0,,44.0,,,,,,,,,,,,,,15.0,,,6.0,35.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,45.0,,,,25.0,,,,,23.0,,,,,,,36.0,33.0,,31.0,40.0,,,,17.0,,,,,,,,,,,,,,,48.0,,,,,46.0,,,40.0,,,,37.0,,,,,,15.0,,,,,,,,,,,,16.0,,,,,24.0,,,,,,,,,,,,,,50.0,,,19.0,,,,,,,,,37.0,,,,,,,,,,,,,,44.0,,,31.0,,,,,,50.0,,,,,39.0,,,46.0,,,,25.0,,,,,,37.0,
48.14,Loyal To A Fault [Mixed],Big Sean & Hit-Boy Feat. Bryson Tiller & Lil Durk,31.0,False,,,,40.0,,,,,,,40.0,,,,33.0,,,,,,,29.0,,,,,,,,,,,,,,35.0,15.0,,,,,12.0,34.0,,20.0,,,,,,,46.0,,33.0,,21.0,,6.0,,,,50.0,,,,,,,,,39.0,27.0,,,,,48.0,,,22.0,17.0,,,,,,,,34.0,,,,,,,,,,,,48.0,,,,43.0,,35.0,,,,,,22.0,,,,,,,37.0,,38.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,37.0,,,,39.0,,,,,,,,,,,,,,,,,34.0,,,,,,,,,
48.17,A Song For You,Donny Hathaway,36.0,False,26.0,,33.0,,,,,,,36.0,,,33.0,,50.0,,49.0,,,,,,,,,,49.0,39.0,,,,,,,23.0,,,,,,,50.0,,,,42.0,,,,,,,,,,,,,10.0,10.0,,,,33.0,,,,,20.0,,,,,,,,,38.0,,31.0,,41.0,,,,,,,,,,,26.0,,20.0,,,,47.0,,,,10.0,,,,,46.0,,,,,,,,,45.0,,,,,,,,,,48.0,,,29.0,,,,,,,44.0,,29.0,,,47.0,,,,,,,29.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,49.0,,,,,,,43.0,,,,,39.0,38.0
48.32,Do Ya Wanna Taste It,Wig Wam,31.0,False,,,,,38.0,,,,12.0,33.0,,,,,,47.0,,,,,,,37.0,,,38.0,50.0,26.0,,,,,,33.0,,,,,,,,,,42.0,,,,,,,,,,,,,,,31.0,,,,22.0,32.0,,27.0,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,30.0,,,,,20.0,,,,,,,,,38.0,42.0,22.0,,,,,,,,,,,,,,,,,,50.0,,,37.0,,,,,44.0,,,,50.0,,15.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,38.0,,,,,,,50.0,,,28.0,,,48.0,,,,,,,,,,
48.35,Who Am I,The O'Jays,30.0,False,,,,,,,,,,,29.0,,27.0,,41.0,,17.0,30.0,,,,,,,,44.0,,,,,,,,,,,47.0,,,,,,,,,,48.0,,,,34.0,,,41.0,,,,,,,,,,,,,46.0,,,,,,39.0,,,,,,,16.0,,,,,,,,,,31.0,,,,,,,,,,,,,22.0,21.0,,,,,,,,,31.0,,,,46.0,,,,,37.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,42.0,,,,20.0,,,,37.0,,,,28.0,,,46.0,32.0,,,,,,,,,,,,,,,,,34.0,,,48.0,,,38.0,,,,,,,19.0,,,,,,
48.43,GHOST TOWN,Benson Boone,30.0,False,21.0,,,,,,,,,,,,,,,36.0,,,,41.0,,,4.0,,,,,,,,,,46.0,30.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,28.0,,,43.0,,,,,,26.0,,,,,,,31.0,,,,,,,,,,,,,50.0,41.0,,,,,,,,,,,,,,,,,,,,24.0,,,,,37.0,,44.0,,28.0,,,,,,,,,,,,,42.0,,35.0,,,,,37.0,,,,20.0,,,,,35.0,,,29.0,,,,,,44.0,,,21.0,,,46.0,,,,,,,,,,,,,44.0,29.0,,,,,,,,,,,,,,,29.0,,48.0,,,,,,,,
48.57,Do It Again,Steely Dan,30.0,False,28.0,,,,42.0,,,44.0,,37.0,,,,,,8.0,,36.0,,37.0,,,,,,,,47.0,,,,43.0,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,45.0,11.0,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,28.0,,,50.0,40.0,,,33.0,,,,,,,,,,,,,,,,35.0,39.0,49.0,12.0,38.0,,,,,,44.0,,,,,,,47.0,,,,14.0,,44.0,,,,45.0,,,14.0,,,,,,,
48.61,Somethin About Ya (Acoustic),J.Howell,21.0,False,,,,,,,,,,,,,,,29.0,,,,,,,10.0,,,,,,,,,,,,,,,39.0,,,,,25.0,,,24.0,,,,,,47.0,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,34.0,25.0,,,,,,,,,10.0,,,,,,,,,,,,,13.0,,,,,,,,,,14.0,,,,,,,18.0,,,,36.0,,,32.0,,,,,,,,,,,,34.0,,,,,,,,,,,,,,39.0,,,,11.0,,,,,,,,,,,,,,48.0,,,,50.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,
48.62,Good Morning Gorgeous,Mary J. Blige,24.0,False,,,,,,,,,,,33.0,,,,,,37.0,,,,,28.0,,,,,,,,,,,,,,41.0,,,,,,,,,22.0,,,,,,23.0,,,,,47.0,,27.0,,,,46.0,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,21.0,,,,,,,,,,,,,47.0,,,,26.0,,,,,,24.0,,,50.0,,,,,,,,17.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,19.0,,,,,,,,,,,,,,21.0,,48.0,,24.0,,,,,,,,,,,,,,,,,,23.0,,39.0,,,,,,
48.72,Iffy,Chris Brown,29.0,False,,,,,,,,,,,25.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,34.0,,,43.0,,,44.0,,,39.0,,,,,30.0,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,23.0,,,43.0,47.0,,36.0,19.0,,,44.0,,,,,,,34.0,,,,,,,,,44.0,,,,,,,23.0,,,,26.0,,,,,,,,,,,,,,38.0,,,,,,48.0,,,,,40.0,49.0,,,30.0,,,,,,,10.0,,50.0,,46.0,,,,
48.74,Si Te Pudiera Mentir,Calibre 50,23.0,False,,,,,,,,40.0,,,,,,15.0,,,,,,,,,,,,,,,,29.0,,,,,,,,,,42.0,,,,,,,,,,,,40.0,,,,,,,,,24.0,,,,,,,,,,15.0,,,20.0,,,,,,,,,,,,,24.0,,,,,,,,,,,,,9.0,50.0,,,45.0,,43.0,,,,,,13.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,44.0,,,,49.0,,,18.0,,35.0,,,,,,,,,,,,,,,,49.0,,,,,,,,12.0,,,,,,,,,,,,31.0,,
48.77,Lost,Frank Ocean,26.0,False,,,,,,49.0,,,,,,,,,,,,,,44.0,,,,,,,,,,24.0,,,,,,,,,,38.0,,,,,,,,,,,,,,,48.0,,,,,32.0,,,,27.0,,,41.0,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,42.0,,,,,,,,,,,,45.0,,,,,,,,,,,19.0,,,,,,,,,,48.0,,35.0,,,,,,,,,,,,,,,,11.0,17.0,,,25.0,,,,,,,,27.0,,48.0,35.0,,,,,,,,32.0,,,,,,,,,28.0,49.0,,,,,,,30.0,,,,10.0,,,,,,,,,,27.0
48.78,You Should Probably Leave,Chris Stapleton,27.0,False,,,35.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,23.0,,,,,,,,,,,49.0,,,,,,,,,48.0,42.0,,,,,40.0,,,,,,,,,32.0,,,,29.0,,,,,,,,,,,30.0,,,,,,,,,,,,,46.0,,,,,,,,,,,,,39.0,,,,,43.0,,26.0,,,,,,,,49.0,,,,34.0,,,47.0,,,,,,,,,,,22.0,,,,,,23.0,,40.0,,,,,,,,,14.0,,,,,,,,,,,,,42.0,6.0,38.0,,,,,,,,,,42.0,,,35.0,,,,,44.0,,,,,,,,,
48.81,I Should Live In Salt,The National,24.0,False,10.0,,,,,,,,,5.0,,,25.0,,,39.0,,25.0,,24.0,,,,,,37.0,,31.0,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,32.0,,,,,,,,,,37.0,20.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,49.0,29.0,,,50.0,,37.0,,,41.0,,,,,,,,,,,29.0,,,,26.0,,,,,,,,,,,,,,,,
48.84,Softcore,The Neighbourhood,32.0,False,,12.0,,,,,,,,,,,,50.0,,,,,,,22.0,,,45.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,49.0,,,,,,,,,,49.0,,,,,35.0,,,,,,,,,,,,,46.0,,,,,,,,,47.0,,,,,,,47.0,,,,39.0,,,,,,39.0,,,,,,,13.0,,,,,,,,,,,36.0,,43.0,,,30.0,,,,41.0,,42.0,,,,7.0,,,46.0,,41.0,36.0,,20.0,,,30.0,,,,,39.0,,,26.0,,,,,,,,,45.0,38.0,,,,,,,,,,,,,,,,44.0,,,44.0,,
48.85,Fish Scale,YoungBoy Never Broke Again,19.0,False,,,30.0,,,,,,,,37.0,,,,,,10.0,,,,,4.0,,,,,,,,,,,,,,,29.0,,,,,,,,34.0,,,,,,,43.0,,49.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,27.0,9.0,,,,,,,,,,,,,28.0,,,,27.0,,,,,,41.0,,,,,,,,,39.0,,42.0,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.88,Half On A Sack,Three 6 Mafia,17.0,False,12.0,41.0,24.0,,,,,,39.0,,,,,,,,,,,,40.0,32.0,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,21.0,,,,,13.0,,,,,,,22.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,7.0,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,46.0,
48.91,love nwantiti (North African Remix),CKay Feat. ElGrande Toto,29.0,False,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,37.0,42.0,,,,42.0,,,,48.0,,,,,,,,,,,27.0,,,,32.0,,,,,,,,,,,44.0,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,47.0,29.0,,,,,,,,,39.0,39.0,,38.0,,,,,,19.0,,,,,31.0,,,,,,39.0,,49.0,,,,33.0,,,,,,,,,39.0,,,,,11.0,,,,,39.0,,,,,50.0,,,33.0,,,21.0,,,,,,,,,,,,,,,,,,,,47.0,,37.0,,,,40.0,,,,,,,,,,34.0,,,,,,,,
49.1,I Feel Good,Pitbull Feat. Anthony Watts & DJWS,26.0,False,,,,,,,,,,,,,,,,50.0,,,,40.0,,,,28.0,,,,48.0,,,,34.0,,19.0,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,47.0,,,,,,,18.0,,,,37.0,,,,,,,,,46.0,,,,,,,32.0,50.0,,,43.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,23.0,,45.0,,,,,,,,,,,,,,36.0,,,,,,,,,,,,29.0,,,27.0,,,,,,,,,,,,29.0,,50.0,,,,46.0,,,,,,,,,,,14.0,,,,,,,40.0,,,
49.16,Buy Dirt [Acoustic],Jordan Davis Feat. Luke Bryan,23.0,False,47.0,,27.0,50.0,,47.0,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,43.0,18.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,32.0,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,42.0,,,9.0,,,,,40.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,29.0,32.0,,,,,44.0,,,,,,,,44.0,,24.0,,,29.0,,,,,,,
49.17,Broadway Girls,Lil Durk Feat. Morgan Wallen,23.0,False,,,47.0,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,41.0,,,33.0,26.0,,,,,,,,,,,,,,,28.0,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,25.0,38.0,,,,,,46.0,28.0,48.0,,,,,,,,,,,48.0,,,,44.0,,,,,,,,,,,36.0,,,,,,,28.0,,,,,,,,,,31.0,,,,,,,,,39.0,,,,,,,,,,,,,,,,49.0,40.0,,,,,,,,,,,,,,,,,,17.0,,,,,,38.0,
49.22,Dirty Work,Steely Dan,21.0,False,,,,,,,,,,,,,34.0,,,,,13.0,,25.0,,,,,49.0,35.0,,37.0,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,13.0,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,16.0,,,,,,,46.0,38.0,,,,,,,,,,,27.0,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,48.0,41.0,,18.0,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,42.0,,,,,,
49.25,Tacones Rojos,Sebastián Yatra,18.0,False,,,,,,,,32.0,,,,,,42.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,31.0,,,,,,,,,,,,,,,,32.0,,,,49.0,,,,,,17.0,,,30.0,,,,23.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,32.0,43.0,,,,,,,,,,,,,,,,,,,,35.0,39.0,,,,,,,32.0,,,,,,,,,
49.26,Fumando Mota,Los Lara,17.0,False,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,26.0,,,,32.0,,,,37.0,,,,,,,,30.0,,,,,,,,,36.0,,,,,,,,,,,,,,,33.0,,46.0,,,,,,,,,,,,,,,,38.0,,,,,,,19.0,,,,,,19.0,,,,,,,,,,,,42.0,,,,,,,,24.0,,,,,,,,,,,,3.0,,
49.27,Thinking 'Bout You,Dustin Lynch Feat. MacKenzie Porter,27.0,False,46.0,,,,,,,,,,,,,,,,,,,,47.0,,24.0,,,,,,,,,,,,,37.0,,,,,44.0,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,32.0,,,46.0,,44.0,,46.0,,42.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,49.0,,29.0,,,,45.0,,,,,,,,,,,,,31.0,,,,,,,50.0,,,,,,,,,,34.0,,,,,,,,,48.0,,,,,,,,,48.0,,,,25.0,,,37.0,39.0,,,,,,48.0,,,,,36.0,,,,,36.0,,,,,,,,18.0,
49.29,edamame,bbno$ Feat. Rich Brian,18.0,False,,,,,,,,,,,,,,,,,,,11.0,,26.0,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,35.0,,,,,,,,50.0,,,,,33.0,,,,,,,,,,49.0,,49.0,17.0,,,,,,42.0,,,45.0,,,,,,,,,,,42.0,,,,,,,,,,23.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,43.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
49.33,good 4 u,Olivia Rodrigo,22.0,False,,,,,,,,,,,,,,,,29.0,,,,,15.0,,38.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,40.0,,,,,,25.0,,,,,,,,,33.0,,,,,,,,20.0,49.0,22.0,,,,,,,25.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,45.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,48.0,,,50.0,,,,,,,,,,,,,,,46.0,,,,,,,49.0,,,,,,,,,,,,,,,41.0,,45.0,,27.0,
49.38,Doin' This,Luke Combs,15.0,False,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,29.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,37.0,,,32.0,,,,,,,,,,27.0,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,37.0,,,,,,,,,,,,23.0,,,,,,33.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,38.0,,,,,,,,,,,,,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.4,Save Your Tears,The Weeknd,23.0,False,37.0,,,,,,,,,,,,,,,32.0,,,38.0,,,,,46.0,,,,,,46.0,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,39.0,,,,,,,,,,,44.0,,,,,,,,,,,,,,,38.0,,,26.0,,,,,15.0,,23.0,45.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,48.0,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,36.0,,,,,,37.0,,,,,,,50.0,,,,31.0,,,,,
49.46,Woman,Doja Cat,21.0,False,,,,,,,,,,,,,,,,,,,,,,,,,37.0,42.0,,,,,,,,,,,,,,31.0,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,30.0,,,,,,42.0,,,47.0,,,,,,,,38.0,,45.0,,44.0,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,32.0,,,31.0,,43.0,,,,,,,,,,,,,14.0,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,40.0,,,,,37.0,,,,,,,28.0,,,
49.48,Ameno Amapiano Remix (You Wanna Bamba),Goya Menor & Nektunez,18.0,False,,,,,48.0,,48.0,,,,32.0,,,,,,,,,,,,,,46.0,40.0,35.0,30.0,,,,,,,,,,11.0,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,14.0,,,,,,,,5.0,46.0,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,33.0,,48.0,,,,
49.54,Kiss Me More,Doja Cat Feat. SZA,17.0,False,16.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,41.0,,,,41.0,,,24.0,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,21.0,47.0,,,,,,,,,,,,,,,,,,40.0,42.0,,,,,,,,,,,,,,,,48.0,,,,,,,21.0,33.0,,,,,,,,,,,,,,,,40.0,,,41.0,,,,,,,,,,,,,8.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.57,Mi Amuleto Eres Tú,Vagon Chicano,10.0,False,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,14.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,15.0,,,,,,,,,,,,8.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.67,Dumb Crasy,So Supa,12.0,False,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,45.0,,,,,40.0,,,,,,,,,,,,,,,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,39.0,,43.0,,,,,,,,14.0,,,,,,,,,,,,,24.0,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.72,Countless Times,Marzz,13.0,False,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,10.0,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,37.0,,24.0,,38.0,,,,
49.72,Fancy Like,Walker Hayes,15.0,False,18.0,,,35.0,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,22.0,,,28.0,39.0,,,32.0,,,,42.0,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,45.0,,,,,,,,,,,47.0,,,,,,,,,29.0
49.74,A Wolf At The Door,Radiohead,11.0,False,11.0,,,,,,,,,25.0,,,,,,,,45.0,,16.0,,,,,,,43.0,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,
49.76,Runway,Blaq Tuxedo,18.0,False,,,,,,,,,,,,,22.0,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,27.0,,,,,,,,,12.0,,,,46.0,39.0,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,,21.0,,,,,,,47.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,38.0,50.0,,,47.0,,40.0,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,
49.85,Sleeping On The Blacktop,Colter Wall,12.0,False,,,,,,,,,21.0,,,,,,,,,,,47.0,38.0,,,,,,,,,,,,,,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,45.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.86,Nadie Va Pensar En Ti Mejor Que Yo,Conjunto Rienda Real,10.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,5.0,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,17.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,
