OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods
12163,125 GRANT AVE,Hermes,GRANT,SIDEWALK,1,2,,2004,0,37.788072,-122.405341,POINT (-122.40533 37.788067),19,6,3,8,43,5,,19
10645,1399 BUSH ST,Polk Bush Garage,BUSH,GARAGE,0,0,,0,0,37.788633,-122.42023,POINT (-122.42022 37.788628),50,4,3,21,11,10,,50
10892,305 GRANT AVE,Au Top Coiffure,GRANT,SIDEWALK,1,2,,2015,1,37.789784,-122.405649,POINT (-122.40564 37.78978),19,6,3,8,43,5,,19
10069,121 STEUART ST,Jewish Community Federation,STEUART,SIDEWALK,2,4,,2010,0,37.79314,-122.392528,POINT (-122.39252 37.793137),108,1,10,8,25,,,108
12199,1794 SAN JOSE AVE,Mission Dental,SAN JOSE,SIDEWALK,1,2,,2011,1,37.729192,-122.440078,POINT (-122.44006 37.729187),94,9,1,28,186,,,94
13605,307 3rd Avenue,,3rd Avenue,SIDEWALK,2,4,,2020,7,,,POINT (-122.46118 37.782795),5,8,4,11,98,,,5
11322,795 FOLSOM ST,Subway,FOLSOM,SIDEWALK,1,2,,2013,1,37.782052,-122.400852,POINT (-122.40084 37.782047),32,1,10,34,36,4,,32
11665,1099 VALENCIA ST,Boogaloos,VALENCIA,ROADWAY,6,12,,2010,5,37.75548,-122.420668,POINT (-122.420654 37.755474),53,3,2,20,177,,,53
11036,4555 CALIFORNIA ST,Village Market,CALIFORNIA,SIDEWALK,1,2,,2011,6,37.784506,-122.466493,POINT (-122.46648 37.7845),5,8,4,11,97,,,5
12822,270 McAllister St,Conard House,McAllister St,SIDEWALK,3,6,,2019,12,37.78057577,-122.41651331,POINT (-122.416504 37.78057),21,5,10,36,132,6,1,21
12630,301 22nd ave,YMCA,22nd ave,SIDEWALK,1,2,,2019,12,37.78196648,-122.48165584,POINT (-122.48164 37.781963),8,8,4,29,28,,,8
8673,2060 Union Street,Fog City Leather,Union Street,SIDEWALK,1,2,,2018,4,0,0,POINT (-122.43324 37.797653),15,4,6,13,81,,,15
8988,3274 Mission Street,Bay Jiu-Jitsu,Mission Street,SIDEWALK,1,2,,2018,4,0,0,POINT (-122.42084 37.74463),83,9,2,2,188,,,83
11586,1081 MISSION ST,De La Paz Coffee Roasters,MISSION,SIDEWALK,2,4,,2012,10,37.779436,-122.410216,POINT (-122.4102 37.77943),32,1,10,34,181,7,1,32
11501,639 FREDERICK ST,ArcoSports,FREDERICK,SIDEWALK,1,2,,2013,1,37.765764,-122.455421,POINT (-122.45541 37.76576),110,7,11,14,116,,,110
9001,2164 Chestnut Street,Chase Bank,Chestnut Street,SIDEWALK,1,2,,2018,4,0,0,POINT (-122.43895 37.80061),17,4,6,13,14,,,17
12452,499 GUERRERO ST,Hom's Grocery & Liquor,17TH,SIDEWALK,1,2,,2000,0,37.763293,-122.423717,POINT (-122.423706 37.763287),37,3,5,20,178,,,37
10809,1300 DOLORES ST,Luv A Java,26TH,SIDEWALK,1,2,,2005,0,37.748485,-122.425163,POINT (-122.42515 37.74848),52,3,5,22,84,,,52
9360,1500 OWENS ST,UCSF Mission Bay Orthopedic Institute,OWENS,PARCEL,4,6,,2005,0,37.768516,-122.396363,POINT (-122.39635 37.768513),34,1,10,4,68,,,34
9247,445 HAYES ST,Sing Lee laundry,HAYES,SIDEWALK,1,2,,2006,0,37.776525,-122.423673,POINT (-122.42366 37.77652),22,4,11,9,70,,,22
8762,4214 California Street,SF Pediatric Dentistry,California Street,SIDEWALK,1,2,,2018,12,0,0,POINT (-122.46289 37.78543),4,8,6,11,98,,,4
11879,2817 24TH ST,Roosevelt Tamale Parlor,24TH,SIDEWALK,1,2,,2003,0,37.752627,-122.408574,POINT (-122.40856 37.75262),53,3,2,20,164,,,53
11337,2023 MISSION ST,Mission Plaza,MISSION,SIDEWALK,1,2,,2002,0,37.764424,-122.419091,POINT (-122.419075 37.76442),53,3,2,20,89,,,53
11718,1716 DIVISADERO ST,Cheese Steak Shop,DIVISADERO,SIDEWALK,1,2,,2015,1,37.785582,-122.439786,POINT (-122.43977 37.785576),103,4,6,30,5,,,103
12094,1042 LARKIN ST,Mr Holmes Bakehouse,LARKIN,SIDEWALK,2,4,,2015,1,37.787747,-122.418175,POINT (-122.41816 37.787743),50,6,3,21,11,,,50
8744,1021 Sanchez Street,Noe Valley Ministry,Sanchez Street,SIDEWALK,1,2,,2018,9,0,0,POINT (-122.42941 37.75282),84,3,5,22,86,,,84
11411,698 HAYES ST,Hayes Market,HAYES,SIDEWALK,1,2,,2003,0,37.776461,-122.427769,POINT (-122.42776 37.776455),22,4,11,9,72,,,22
10629,1221 DIVISADERO ST,Frankee Uno San Francisco,DIVISADERO,SIDEWALK,1,2,,2010,0,37.7809,-122.43934,POINT (-122.43932 37.780895),13,7,11,39,138,,,13
8683,2654 Mission Street,Verizon,Mission Street,SIDEWALK,1,2,,2018,5,0,0,POINT (-122.419014 37.75457),53,3,2,20,87,,,53
9916,2309 Bryant Street,Math Times Joy,BRYANT,SIDEWALK,1,2,,2017,4,37.757428,-122.409488,POINT (-122.40948 37.757423),53,3,2,20,195,,,53
12612,3250 Cesar Chavez Street,Arena Ready Performance,Cesar Chavez Street,SIDEWALK,2,4,,2019,12,37.74827149,-122.41526316,POINT (-122.41525 37.74827),53,3,2,20,166,,,53
8894,1775 44th Avenue,Noriega Preschool,44th Avenue,SIDEWALK,1,2,,2018,3,0,0,POINT (-122.50364 37.75383),39,10,7,35,103,,,39
11024,711 MARKET ST,Del Taco,MARKET,SIDEWALK,1,2,,2003,0,37.78702,-122.403677,POINT (-122.40366 37.787014),32,5,10,8,25,4,,32
11469,1298 OCEAN AVE,Ingleside Branch Library,OCEAN,SIDEWALK,2,4,,2010,0,37.724138,-122.456187,POINT (-122.45618 37.724133),71,9,8,41,106,13,,71
10365,395 VALENCIA ST,Nooworks,VALENCIA,SIDEWALK,1,2,,2012,5,37.766806,-122.421739,POINT (-122.42172 37.7668),53,3,2,20,89,,,53
9888,1201 TARAVAL ST,Walgreens,TARAVAL,SIDEWALK,1,2,,2002,0,37.742647,-122.479095,POINT (-122.47908 37.74264),40,10,7,35,95,,,40
12744,1439 egbert,,egbert,SIDEWALK,2,4,,2019,12,37.72298456,-122.39320302,POINT (-122.39319 37.72298),88,2,9,1,191,,,88
11369,4850 03rd Street,Palou Check Cashing,03RD,SIDEWALK,2,4,,2017,2,37.734433,-122.390982,POINT (-122.39097 37.73443),87,2,9,1,26,,,87
9635,1425 SANSOME ST,RJ's Market,SANSOME,SIDEWALK,1,2,,2015,9,37.80333,-122.403294,POINT (-122.40328 37.803326),18,6,3,8,22,,,18
10138,330 CLEMENTINA ST,Clementina Towers,CLEMENTINA,SIDEWALK,1,2,,2013,1,37.782172,-122.402745,POINT (-122.40273 37.782166),32,1,10,34,36,4,,32
13473,1060 Howard Street,Swords to Plowshares,Howard Street,SIDEWALK,2,4,,2020,2,,,POINT (-122.40873 37.778812),32,1,10,34,181,,1,32
11823,3914 JUDAH ST,Beach Burrito,JUDAH,SIDEWALK,1,2,,0,0,37.76068,-122.50407,POINT (-122.50406 37.760674),39,10,7,35,147,,,39
11190,1849 GEARY BLVD,US Post Office,GEARY,SIDEWALK,5,10,,0,0,37.783824,-122.433497,POINT (-122.43349 37.783817),97,4,11,39,3,,,97
11168,606 FOLSOM ST,Zare at Fly Trap,FOLSOM,SIDEWALK,1,2,,2015,7,37.78553,-122.397112,POINT (-122.3971 37.785526),32,1,10,8,25,4,,32
12295,4068 24TH ST,Qoio,24TH,SIDEWALK,1,2,,2004,0,37.751576,-122.433376,POINT (-122.433365 37.75157),84,3,5,22,86,12,,84
12306,333 POST ST,Union Square Garage,POST,GARAGE,10,20,,0,0,37.788357,-122.407294,POINT (-122.40728 37.788353),19,6,3,8,43,5,,19
9371,1616 20TH ST,Potrero Hill Library,20TH,SIDEWALK,1,2,,0,0,37.760131,-122.397651,POINT (-122.39764 37.760124),54,2,9,26,170,,,54
13637,3326 MISSION,STIIIZY,MISSION,SIDEWALK,2,4,,2020,7,,,POINT (-122.42124 37.743492),83,9,2,2,188,,,83
8901,2228 Union Street,Sur la Table,Union Street,SIDEWALK,1,2,,2018,5,0,0,POINT (-122.43611 37.79729),15,4,6,13,81,,,15
9250,None,Polo Field,None,PARCEL,4,8,,2013,12,37.768265,-122.492447,POINT (-122.49243 37.76826),9,8,4,12,53,,,9
14089,3240 Cabrillo,,Cabrillo,SIDEWALK,2,4,,2021,1,,,POINT (-122.49335 37.77403),8,8,4,29,56,,,8
10760,3388 24TH ST,Phat Philly,24TH,SIDEWALK,1,2,,2004,0,37.752242,-122.420361,POINT (-122.42035 37.752235),53,3,2,20,87,,,53
8805,115 Mason Street,Bar,Mason Street,SIDEWALK,2,4,,2019,1,0,0,POINT (-122.40961 37.784573),20,5,10,36,131,6,1,20
9264,3119 MISSION ST,medical building,MISSION,SIDEWALK,1,2,,2002,0,37.747507,-122.418295,POINT (-122.41828 37.7475),83,9,2,2,160,,,83
12341,3036 24TH ST,Alley Cat Books,24TH,SIDEWALK,1,2,,2013,6,37.752809,-122.412674,POINT (-122.41266 37.752804),53,3,2,20,166,,,53
10101,9 Clement,Active Pilates,CLEMENT,SIDEWALK,1,2,,2016,11,37.783115,-122.459115,POINT (-122.4591 37.783108),5,8,4,11,98,,,5
12336,7 CLAUDE LN,Cafe Claude,BUSH,SIDEWALK,1,2,,2004,0,37.790027,-122.404475,POINT (-122.404465 37.79002),19,6,3,8,43,5,,19
13592,859 O'Farrell St,Great American Music Hall,O'Farrell St,SIDEWALK,4,8,,2020,5,,,POINT (-122.41886 37.78505),20,5,10,36,101,,1,20
12109,1720 Geary Blvd,Kabuki Springs and Spa,GEARY,SIDEWALK,1,2,,2016,9,37.78452,-122.432646,POINT (-122.43263 37.784515),101,4,11,15,4,11,,101
9624,5799 MISSION ST,Woodiz Liquor,MISSION,SIDEWALK,1,2,,2002,0,37.709476,-122.45031,POINT (-122.450294 37.709473),58,9,1,7,119,,,58
12131,990 TREAT AVE,Parque Ninos Unidos,TREAT,SIDEWALK,2,4,,2010,7,37.754417,-122.413623,POINT (-122.41361 37.754414),53,3,2,20,195,,,53
11454,1052 MARKET ST,Social Imprints,MARKET,SIDEWALK,1,2,,2002,0,37.781878,-122.41131,POINT (-122.41129 37.78187),20,5,10,36,131,6,1,20
9709,306 BRODERICK ST,Nopalito,BRODERICK,SIDEWALK,1,2,,2012,8,37.773435,-122.438743,POINT (-122.43873 37.77343),24,7,11,9,1,,,24
12031,1330 FILLMORE ST,Yoshis,FILLMORE,SIDEWALK,2,4,,2010,0,37.781946,-122.431964,POINT (-122.43195 37.78194),97,4,11,39,3,,,97
9936,1356 POLK ST,Kasa Indian Eatery,PINE,SIDEWALK,1,2,,2015,1,37.789528,-122.420187,POINT (-122.42017 37.789524),50,4,3,21,44,10,,50
11633,700 IRVING ST,Pasquale's Pizzeria,IRVING,SIDEWALK,1,2,,2010,0,37.764247,-122.465527,POINT (-122.465515 37.76424),109,10,11,14,151,,,109
12778,1 Stockton,Barneys,Stockton,SIDEWALK,3,6,,2019,12,37.78980682,-122.40704425,POINT (-122.40703 37.789803),19,6,3,8,43,5,,19
12072,985 VALENCIA ST,Dosa,VALENCIA,ROADWAY,6,12,,2010,5,37.757219,-122.420837,POINT (-122.42082 37.757214),53,3,2,20,177,,,53
9062,553 PACIFIC AVE,Clubcard,PACIFIC,SIDEWALK,1,2,,2013,10,37.796998,-122.404489,POINT (-122.40447 37.796993),106,6,3,6,55,,,106
14405,2221 mission st,,mission st,SIDEWALK,1,2,,2021,12,,,POINT (-122.41931 37.761383),53,3,2,20,177,,,53
8862,500 Cortland  Avenue,Bernal Heights Rec Center,Cortland Avenue,SIDEWALK,1,2,,2018,12,0,0,POINT (-122.416046 37.738857),83,9,2,2,158,,,83
11767,5298 03RD ST,El Azteca Taqueria,03RD,SIDEWALK,1,2,,2013,11,37.729454,-122.392907,POINT (-122.39289 37.72945),87,2,9,1,139,,,87
14143,470 Clementina Street,,Clementina Street,SIDEWALK,3,6,,2021,2,,,POINT (-122.40542 37.779522),32,1,10,34,35,7,,32
11995,1113 TREAT AVE,bike shop,TREAT,SIDEWALK,1,2,,2012,2,37.752383,-122.412748,POINT (-122.412735 37.752377),53,3,2,20,166,,,53
12263,630 VALENCIA ST,SFPD Mission Station,VALENCIA,SIDEWALK,6,12,,0,0,37.762843,-122.421992,POINT (-122.42198 37.762836),37,3,5,20,76,,,37
8730,1044 Howard Street,Camputee Press,Howard Street,SIDEWALK,2,4,,2017,8,0,0,POINT (-122.40837 37.7791),32,1,10,34,181,,1,32
8969,625 Monterey Blvd,Safeway,Monterey Blvd,SIDEWALK,1,2,,2018,12,0,0,POINT (-122.44954 37.731228),95,9,8,41,100,,,95
10479,3100 16TH ST,Val 16 Market,16TH,SIDEWALK,2,4,,2004,0,37.765134,-122.42222,POINT (-122.4222 37.76513),37,3,5,20,178,,,37
9699,2929 19TH ST,Mission Language and Vocational,19TH,SIDEWALK,1,2,,2002,0,37.760119,-122.411351,POINT (-122.41134 37.760113),53,3,2,20,169,,,53
8598,704 Larkin St,Strand Barber & Beauty,Larkin St,SIDEWALK,2,4,,2019,2,0,0,POINT (-122.41759 37.784374),20,5,10,36,64,6,1,20
11559,256 Grant Avenue,Banana Republic,GRANT,SIDEWALK,2,4,,2017,1,37.789195,-122.405226,POINT (-122.40521 37.789192),19,6,3,8,43,5,,19
11105,3630 BALBOA ST,Balboa Theatre,BALBOA,SIDEWALK,1,2,,2014,7,37.775895,-122.497967,POINT (-122.497955 37.77589),8,8,4,29,27,,,8
10347,3033 24TH ST,Vallarta Taqueria,24TH,SIDEWALK,1,2,,2003,0,37.752394,-122.412554,POINT (-122.412544 37.752388),53,3,2,20,166,,,53
14410,555 Clayton,,Clayton,SIDEWALK,1,2,,2021,12,,,POINT (-122.44866 37.77022),25,7,11,3,91,,,25
9529,451 BERRY ST,Mission Bay Parks Maintenance Facility,BERRY,SIDEWALK,3,3,,2007,0,37.771494,-122.397987,POINT (-122.39797 37.77149),34,1,10,4,68,,,34
8822,2325 Union Street,St. Mary's Episcopal,Union Street,SIDEWALK,1,2,,2019,2,0,0,POINT (-122.43759 37.796528),14,4,6,13,82,,,14
11729,3565 20th Street,20 Spot Wine Bar,20TH,SIDEWALK,1,2,,2016,7,37.75848,-122.420441,POINT (-122.420425 37.758476),53,3,2,20,177,,,53
14178,555 Beach Street,,Beach Street,SIDEWALK,5,10,,2021,4,,,POINT (-122.41817 37.806957),99,6,3,23,24,2,,99
13847,1508 Waller,,Waller,SIDEWALK,2,4,,2020,10,,,POINT (-122.44862 37.768837),25,7,11,3,91,,,25
12412,169 STEUART ST,YMCA,STEUART,SIDEWALK,1,2,,2004,0,37.792694,-122.391969,POINT (-122.39195 37.79269),108,1,10,8,25,,,108
13460,1150 Ocean Avenue,,Ocean Avenue,SIDEWALK,5,10,,2020,2,,,POINT (-122.454605 37.723766),71,9,8,41,106,13,,71
11237,415 De Haro Street,Umpqua Bank,DE HARO,SIDEWALK,1,2,,2017,2,37.764634,-122.401493,POINT (-122.40148 37.76463),54,1,9,26,34,,,54
10846,1355 MARKET ST,Fitness SF,10TH,SIDEWALK,4,8,,2015,8,37.776889,-122.416854,POINT (-122.41684 37.776886),32,5,10,34,181,8,1,32
8983,3723 Mission Street,Montecristo Restaurnat,Mission Street,SIDEWALK,1,2,,2018,4,0,0,POINT (-122.42393 37.73688),61,9,2,2,158,,,61
10909,300 POST ST,Levi's,POST,SIDEWALK,2,4,,2013,4,37.788775,-122.40708,POINT (-122.40707 37.78877),19,6,3,8,43,5,,19
13505,1800 Bryant St,,Bryant St,SIDEWALK,1,2,,2020,3,,,POINT (-122.41035 37.764175),53,3,9,20,169,,,53
9090,1290 05TH AVE,St. John of God Church.,05TH,SIDEWALK,2,4,,2010,0,37.764497,-122.461751,POINT (-122.46174 37.764492),109,7,11,14,116,,,109
14221,318 Columbus,,Columbus,SIDEWALK,2,4,,2021,5,,,POINT (-122.40689 37.79803),106,6,3,23,47,1,,106
14442,3219 Rivera,,Rivera,SIDEWALK,1,2,,2021,10,,,POINT (-122.50087 37.74568),39,10,7,35,144,,,39
10333,3318 24TH ST,Cafe La Boheme,24TH,SIDEWALK,1,2,,2002,0,37.752394,-122.418791,POINT (-122.41878 37.752388),53,3,2,20,87,,,53
10628,2219 Irving St,East West Bank,IRVING,SIDEWALK,1,2,,2017,7,37.763295,-122.481622,POINT (-122.481606 37.76329),39,10,7,35,62,,,39
8779,825 Tennessee Street,La Scuola  School,Tennessee Street,SIDEWALK,2,4,,2018,1,0,0,POINT (-122.38924 37.761223),55,2,9,26,167,14,,55
11031,1498 VALENCIA ST,Dovre Club,VALENCIA,SIDEWALK,1,2,,2011,3,37.749021,-122.420651,POINT (-122.42064 37.749016),53,3,5,20,176,,,53
10249,908 CORTLAND AVE,Bernal Yoga,CORTLAND,SIDEWALK,1,2,,2013,4,37.738768,-122.413601,POINT (-122.41359 37.73876),83,9,2,2,163,,,83
12463,2901 MISSION ST,Mission Pie,MISSION,SIDEWALK,1,2,,2010,0,37.750533,-122.417922,POINT (-122.41791 37.750526),53,3,2,20,87,,,53
14141,404 20th Avenue,Hummus Bodega,20th Avenue,SIDEWALK,2,4,,2021,3,,,POINT (-122.47936 37.780075),8,8,4,29,93,,,8
11899,1095 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,2004,0,37.780324,-122.412001,POINT (-122.41199 37.78032),32,5,10,34,181,7,1,32
10893,97 COLLINGWOOD ST,UNKNOWN,COLLINGWOOD,SIDEWALK,1,2,,2006,0,37.761023,-122.435888,POINT (-122.435875 37.761017),38,3,5,5,171,9,,38
11840,398 12TH ST,Eagle Tavern,12TH,SIDEWALK,1,2,,2013,9,37.769977,-122.413407,POINT (-122.41339 37.769974),32,1,10,20,180,,,32
14325,1980 Union Street,Dax and Lindsay's,Union Street,SIDEWALK,1,2,,2021,11,,,POINT (-122.43186 37.79755),15,4,6,13,81,,,15
9652,1580 MISSION ST,Goodwill,MISSION,SIDEWALK,1,2,,2006,0,37.773848,-122.418396,POINT (-122.41838 37.77384),32,5,10,20,180,7,1,32
11315,1409 Polk,Shalimar,POLK,SIDEWALK,1,2,,2016,8,37.789712,-122.4206,POINT (-122.420586 37.789707),105,4,3,21,44,10,,105
8663,811 Valencia St,The Phoenix,Valencia Street,SIDEWALK,1,2,,2017,10,0,0,POINT (-122.421104 37.759827),53,3,2,20,177,,,53
8630,1233 Noe Street,James Lick Middle School,Noe Street,SIDEWALK,1,2,,2018,6,0,0,POINT (-122.4314 37.749332),84,3,5,22,84,,,84
12787,57 Post Street,,Post Street,SIDEWALK,1,2,,2019,12,37.78896941,-122.40299514,POINT (-122.402985 37.788963),19,6,3,8,43,,,19
12595,301 Hayes Street,The Grove,Hayes Street,SIDEWALK,2,4,,2019,12,37.77706209,-122.42149358,POINT (-122.42148 37.777058),21,4,11,9,70,8,,21
10518,299 DOLORES ST,Holy Family School,DOLORES,SIDEWALK,2,4,,2010,0,37.764987,-122.425785,POINT (-122.42577 37.76498),37,3,5,20,178,,,37
11850,2211 MISSION ST,Gracias Madre,MISSION,ROADWAY,4,8,,2013,8,37.761544,-122.418963,POINT (-122.41895 37.76154),53,3,2,20,177,,,53
12499,200 Ashbury,Karma Cafe,Ashbury,SIDEWALK,1,2,,2019,12,37.77363984,-122.44765864,POINT (-122.44765 37.773636),24,7,11,18,71,,,24
12427,2857 24TH ST,Galeria de la Raza,24TH,SIDEWALK,1,2,,2004,0,37.752513,-122.409322,POINT (-122.40931 37.75251),53,3,2,20,194,,,53
12480,990 CHURCH ST,Theresa S. Mahler CDC,CHURCH,SIDEWALK,1,2,,2013,3,37.75527,-122.428082,POINT (-122.42807 37.755264),52,3,5,22,86,,,52
8769,5411 Geary St,Hi Five Sports Zone,Geary St,SIDEWALK,1,2,,2017,9,0,0,POINT (-122.477516 37.780106),5,8,4,29,93,,,5
11083,2198 Filbert St,Rapha Cycle Club,FILBERT,SIDEWALK,2,4,,2016,12,37.798095,-122.435643,POINT (-122.43563 37.79809),15,4,6,13,40,,,15
10962,659 VALENCIA ST,Curry Up Now,VALENCIA,SIDEWALK,2,4,,2015,8,37.762265,-122.421546,POINT (-122.42153 37.76226),53,3,2,20,177,,,53
11982,118 NEW MONTGOMERY ST,UNKNOWN,NEW MONTGOMERY,SIDEWALK,1,2,,2006,0,37.787037,-122.400414,POINT (-122.4004 37.787033),32,1,10,8,25,4,,32
10468,100 SANSOME ST,UNKNOWN,SANSOME,SIDEWALK,1,2,,2003,0,37.791495,-122.400437,POINT (-122.40042 37.79149),108,6,3,8,43,,,108
12559,753 7th Avenue,Safeway,7th Avenue,SIDEWALK,3,6,,2019,12,37.77435951,-122.46488405,POINT (-122.464874 37.774353),5,8,4,11,94,,,5
14193,117 Bartlett,,Bartlett,SIDEWALK,4,8,,2021,4,,,POINT (-122.419815 37.754967),53,3,2,20,87,,,53
8815,3701 Mission Street,49'ers Grocery,Mission Street,SIDEWALK,1,2,,2018,4,0,0,POINT (-122.42376 37.737236),61,9,2,2,158,,,61
10234,1805 HAIGHT ST,Parada 22,HAIGHT,SIDEWALK,1,2,,2006,0,37.769118,-122.45202,POINT (-122.452 37.76911),25,7,11,3,91,,,25
12544,1335 Fulton Street,Ju Ni,Fulton Street,SIDEWALK,1,2,,2019,12,37.77676776,-122.43880486,POINT (-122.43879 37.776764),24,7,11,9,1,,,24
10941,2845 24TH ST,Samy's Liquors,24TH,SIDEWALK,2,4,,2012,2,37.752587,-122.408778,POINT (-122.40877 37.752583),53,3,2,20,164,,,53
10000,2121 Clement St,Bai Sum Thai Kitchen,CLEMENT,SIDEWALK,1,2,,2017,5,37.782074,-122.481893,POINT (-122.48188 37.78207),8,8,4,29,28,,,8
8727,5655 Mission Street,Calvary Baptist Church,Mission,SIDEWALK,1,2,,2017,9,0,0,POINT (-122.44772 37.710438),58,9,1,7,119,,,58
11179,1617 Balboa,Pace Learning,BALBOA,SIDEWALK,1,2,,2016,10,37.776615,-122.476081,POINT (-122.47607 37.77661),5,8,4,29,93,,,5
12331,2043 FILLMORE ST,La Boulange Cafe & Bakery,FILLMORE,SIDEWALK,1,2,,2002,0,37.788461,-122.433995,POINT (-122.43398 37.788456),103,4,6,30,78,,,103
9482,3360 20TH ST,DIY Co,20TH,SIDEWALK,2,4,,2015,10,37.758884,-122.416033,POINT (-122.41602 37.75888),53,3,2,20,169,,,53
10777,88 SPEAR ST,Walgreens,SPEAR,SIDEWALK,1,2,,2013,9,37.792531,-122.39458,POINT (-122.39457 37.792526),108,6,10,8,25,3,,108
14310,80 29th St,Rock Bar,29th St,SIDEWALK,2,4,,2021,9,,,POINT (-122.422295 37.743965),83,9,5,2,188,,,83
10555,15 ONONDAGA AVE,Post Office,ONONDAGA,SIDEWALK,1,2,,2010,0,37.721198,-122.438107,POINT (-122.438095 37.72119),80,9,1,28,122,,,80
9828,57 POST ST,Mechanic's Institute,POST,SIDEWALK,1,2,,2013,9,37.788742,-122.403021,POINT (-122.40301 37.78874),19,6,3,8,43,,,19
9528,2249 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,2003,0,37.76505,-122.431879,POINT (-122.43186 37.765045),38,3,5,5,88,9,,38
10666,1651 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,2006,0,37.773208,-122.421104,POINT (-122.42109 37.773205),32,1,10,20,89,,1,32
9677,734 LA PLAYA ST,Kawika's Ocean Beach Deli,LA PLAYA,SIDEWALK,1,2,,2015,6,37.774537,-122.509945,POINT (-122.50993 37.774532),8,8,4,29,145,,,8
11818,1501 OFARRELL ST,Rosa Parks Elementary School,ELLIS,PARCEL,4,8,,2012,3,37.783004,-122.429491,POINT (-122.42948 37.782997),97,4,11,39,3,,,97
11295,275 RHODE ISLAND ST,Roll,RHODE ISLAND,SIDEWALK,1,2,,2012,4,37.766747,-122.402425,POINT (-122.40241 37.766743),33,1,9,4,68,,,33
11956,3729 BALBOA ST,Purusha Yoga,BALBOA,SIDEWALK,1,2,,2014,7,37.775391,-122.498854,POINT (-122.49884 37.775387),8,8,4,29,145,,,8
11950,2406 BRYANT ST,El Metate Taqueria,BRYANT,SIDEWALK,1,2,,2012,2,37.755756,-122.409587,POINT (-122.40958 37.755753),53,3,2,20,195,,,53
9792,801 HAYES ST,H&W Liquors,HAYES,SIDEWALK,1,2,,2002,0,37.775864,-122.429744,POINT (-122.42973 37.77586),22,4,11,9,72,,,22
9931,100 CHENERY ST,Chenery Market,CHENERY,SIDEWALK,1,2,,2002,0,37.739673,-122.425806,POINT (-122.42579 37.73967),59,9,5,10,172,,,59
10088,2040 CHESTNUT ST,GapBody,CHESTNUT,SIDEWALK,1,2,,2004,0,37.800892,-122.437162,POINT (-122.43715 37.800888),17,4,6,13,14,,,17
11549,631 OFARRELL ST,Dong Baek,OFARRELL,SIDEWALK,1,2,,2012,11,37.785235,-122.415107,POINT (-122.41509 37.78523),20,5,10,36,64,6,1,20
12280,1787 CHURCH ST,Suzanne George Shoes,CHURCH,SIDEWALK,1,2,,2015,1,37.742414,-122.42641,POINT (-122.4264 37.74241),84,9,5,22,174,,,84
11554,833 MISSION ST,Fifth & Mission Garage,MISSION,GARAGE,21,26,,2014,3,37.783366,-122.405056,POINT (-122.405045 37.78336),32,1,10,34,181,4,,32
9704,3232 16TH ST,Crazy Sushi,16TH,SIDEWALK,1,2,,2000,0,37.764985,-122.424891,POINT (-122.42488 37.76498),37,3,5,20,178,,,37
11110,1400 JUDAH ST,Wah Mei School,19TH,SIDEWALK,1,2,,2015,6,37.76187,-122.477501,POINT (-122.477486 37.761864),39,10,7,35,62,,,39
13852,1709 Balboa St.,,Balboa St.,SIDEWALK,1,2,,2020,10,,,POINT (-122.47715 37.776638),5,8,4,29,93,,,5
11686,493 SANCHEZ ST,Unionmade,SANCHEZ,SIDEWALK,1,2,,2012,7,37.761331,-122.430272,POINT (-122.43026 37.761326),37,3,5,5,162,,,37
10481,901 VALENCIA ST,La Rondalla Restaurant,20TH,SIDEWALK,1,2,,2003,0,37.758346,-122.420945,POINT (-122.42093 37.758343),53,3,2,20,177,,,53
8966,838 Grant Street,Asian Artwork Exhibition,Grant Street,SIDEWALK,2,4,,2018,8,0,0,POINT (-122.406075 37.79482),104,6,3,6,55,,,104
10352,40 PAGE ST,Pilates on Page Pop,PAGE,SIDEWALK,1,2,,2002,0,37.774446,-122.421582,POINT (-122.42157 37.77444),21,4,11,9,37,,,21
12250,300 Grove Street,Jardiniere,GROVE,SIDEWALK,2,4,,2017,4,37.778082,-122.421583,POINT (-122.42157 37.778076),21,4,11,9,70,,,21
12363,3725 NORIEGA ST,Woodshop,NORIEGA,SIDEWALK,1,2,,2016,5,37.752978,-122.503537,POINT (-122.503525 37.75297),39,10,7,35,103,,,39
11855,850 BRYANT ST,SFPD Southern Station,BRYANT,SIDEWALK,1,2,,2005,0,37.775393,-122.404376,POINT (-122.404366 37.775387),32,1,10,34,179,,,32
14424,1477 California St,,California St,SIDEWALK,2,4,,2021,12,,,POINT (-122.418594 37.79084),16,6,3,21,44,,,16
11200,919 KEARNY ST,House of Nanking,KEARNY,SIDEWALK,1,2,,2010,0,37.796434,-122.405371,POINT (-122.40536 37.79643),104,6,3,6,55,,,104
