OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods
10570,543 COLUMBUS AVE,La Boulange Cafe & Bakery,COLUMBUS,SIDEWALK,1,2,,2011,4,37.799664,-122.409652,POINT (-122.40964 37.79966),106,6,3,6,16,,,106
9543,539 GOUGH ST,Krav Maga Institute,GOUGH,SIDEWALK,1,2,,2013,9,37.778415,-122.423549,POINT (-122.42354 37.77841),22,4,11,9,70,,,22
14169,3501 18th Street,,18th Street,SIDEWALK,1,2,,2021,3,,,POINT (-122.42169 37.761696),37,3,5,20,76,,,37
9666,3648 24TH ST,St. James School,24TH,SIDEWALK,1,2,,2010,0,37.752076,-122.423838,POINT (-122.42383 37.75207),52,3,5,20,176,,,52
9696,None,Ocean Beach,GREAT HWY,SIDEWALK,3,6,,2010,1,37.764028,-122.510357,POINT (-122.510345 37.764023),9,8,4,12,53,,,9
11792,2331 MARKET ST,IXIA,MARKET,SIDEWALK,1,2,,2004,0,37.763339,-122.433614,POINT (-122.4336 37.763332),38,3,5,5,88,9,,38
11430,450 RHODE ISLAND ST,Whole Foods,RHODE ISLAND,SIDEWALK,5,10,,0,0,37.764108,-122.402974,POINT (-122.40296 37.764103),54,1,9,26,34,,,54
14388,1290 24th ave,Win Long Hardware & Supply,24th ave,SIDEWALK,1,2,,2021,12,,,POINT (-122.4825 37.763634),39,10,7,35,62,,,39
12735,327 3rd Ave,Sloat Garden Center,3rd Ave,SIDEWALK,1,2,,2019,12,37.7824852,-122.46117267,POINT (-122.46116 37.782482),5,8,4,11,98,,,5
12814,299 Alabama,Dandelion Chocolate Factory,Alabama,SIDEWALK,2,4,,2019,12,37.76561849,-122.41241823,POINT (-122.41241 37.765614),53,3,2,20,180,,,53
9363,233 SANSOME ST,BOMA,SANSOME,SIDEWALK,1,2,,2015,1,37.792604,-122.401302,POINT (-122.40129 37.7926),108,6,3,8,43,,,108
11985,294 09TH ST,Kama Sushi,09TH,SIDEWALK,1,2,,2015,11,37.773778,-122.411746,POINT (-122.411736 37.773773),32,1,10,34,35,,,32
9222,1414 VAN NESS AVE,UNKNOWN,VAN NESS,SIDEWALK,1,2,,2003,0,37.788841,-122.421542,POINT (-122.42153 37.788837),50,4,3,21,44,10,,50
12039,806 SOUTH VAN NESS AVE,Bender's Bar and Grill,S VAN NESS,SIDEWALK,1,2,,2002,0,37.760194,-122.417266,POINT (-122.41725 37.76019),53,3,2,20,177,,,53
13955,3701 18th Street,,18th Street,SIDEWALK,8,16,,2020,12,,,POINT (-122.42633 37.761414),37,3,5,5,162,,,37
10184,4068 18TH ST,Brandy Ho's Hunan Food,18TH,SIDEWALK,1,2,,2003,0,37.761156,-122.434218,POINT (-122.434204 37.76115),38,3,5,5,162,9,,38
12698,286 Noe,La Mediterrane,Noe,SIDEWALK,1,2,,2019,12,37.76448781,-122.43313409,POINT (-122.43312 37.764484),28,7,5,5,90,9,,28
11760,2455 FILLMORE ST,Tully's Coffee,FILLMORE,SIDEWALK,1,2,,2010,9,37.792286,-122.434572,POINT (-122.434555 37.792282),102,4,6,30,79,,,102
13811,340 Brannan St,,Brannan St,SIDEWALK,3,6,,2020,9,,,POINT (-122.392975 37.781136),31,1,10,8,25,,,31
9756,2101 MISSION ST,Thrift Town,MISSION,SIDEWALK,1,2,,2005,0,37.76317,-122.418997,POINT (-122.41898 37.763165),53,3,2,20,177,,,53
11660,627 Cortland,Inclusions Gallery,CORTLAND,SIDEWALK,1,2,,2016,10,37.739051,-122.415689,POINT (-122.41567 37.739044),83,9,2,2,160,,,83
11298,151 VALENCIA ST,San Francisco Computer Repair,VALENCIA,SIDEWALK,1,2,,2013,1,37.771147,-122.422046,POINT (-122.422035 37.77114),32,1,10,20,89,,,32
8870,1494 19th Ave,multi-residental apt.,19th Ave,SIDEWALK,2,4,,2017,9,0,0,POINT (-122.47646 37.759995),109,10,8,14,153,,,109
13796,5499 California,,California,SIDEWALK,1,2,,2020,9,,,POINT (-122.47632 37.78428),2,8,4,29,57,,,2
12667,3200 21st st,Gentle Dental,21st st,SIDEWALK,2,4,,2019,12,37.75703888,-122.41898062,POINT (-122.41897 37.757034),53,3,2,20,177,,,53
10719,3985 17TH ST,Sun Days Tanning,17TH,SIDEWALK,1,2,,2010,11,37.762283,-122.434681,POINT (-122.43467 37.76228),38,3,5,5,162,9,,38
8951,1444 Taraval Street,Awayco,Taraval Street,SIDEWALK,1,2,,2018,6,0,0,POINT (-122.48195 37.743015),40,10,7,35,31,,,40
12339,3177 17TH ST,7 Tepees,17TH,SIDEWALK,1,2,,2013,3,37.763369,-122.416686,POINT (-122.41667 37.763363),53,3,2,20,169,,,53
9492,770 STANYAN ST,SF Federal Credit Union,STANYAN,SIDEWALK,1,2,,2002,0,37.76788,-122.45289,POINT (-122.45287 37.767876),29,7,11,3,135,,,29
10785,4221 MISSION ST,Farmers Insurance,MISSION,SIDEWALK,1,2,,2010,0,37.729726,-122.430269,POINT (-122.43025 37.72972),94,9,1,7,185,,,94
13630,448 Clement Street,,Clement Street,SIDEWALK,4,8,,2020,7,,,POINT (-122.46387 37.782967),5,8,4,11,98,,,5
14433,2750 Rivera,,Rivera,SIDEWALK,1,2,,2021,10,,,POINT (-122.49577 37.745907),39,10,7,35,144,,,39
9215,330 FELL ST,UNKNOWN,FELL,SIDEWALK,1,2,,2002,0,37.776062,-122.423356,POINT (-122.42334 37.77606),22,4,11,9,70,,,22
14086,804 29th Ave,,29th Ave,SIDEWALK,1,2,,2021,1,,,POINT (-122.48859 37.773987),8,8,4,29,56,,,8
12269,4567 MISSION ST,Jupiter Market,MISSION,SIDEWALK,1,2,,2015,1,37.725058,-122.434092,POINT (-122.43408 37.72505),90,9,1,7,157,,,90
12755,754 Kirkham St,Enjoy Vegetarian,Kirkham St,SIDEWALK,1,2,,2019,12,37.76020043,-122.46877131,POINT (-122.46876 37.760197),109,10,8,14,151,,,109
10372,1259 POLK ST,People's Barber,BUSH; POLK,SIDEWALK,2,4,,2015,1,37.788532,-122.420589,POINT (-122.42058 37.78853),50,4,3,21,11,10,,50
14239,1817 Balboa St,,Balboa St,SIDEWALK,1,2,,2021,5,,,POINT (-122.47829 37.776585),8,8,4,29,93,,,8
10504,1250 HAYES ST,Hayes Convalescent Hospital,HAYES,SIDEWALK,2,4,,2012,8,37.775414,-122.437104,POINT (-122.43709 37.77541),23,4,11,9,1,,,23
9024,165 Jessie Street,The Cordial,Jessie Street,SIDEWALK,1,2,,2019,2,0,0,POINT (-122.40177 37.787132),32,6,10,8,25,4,,32
11871,5191 03RD ST,Roadhouse Coffee,03RD,SIDEWALK,1,2,,2015,6,37.730886,-122.391792,POINT (-122.39178 37.73088),86,2,9,1,161,,,86
14318,888 Innes,Cafe Alma,Innes,SIDEWALK,3,6,,2021,9,,,POINT (-122.37623 37.732277),76,2,9,1,66,,,76
9561,1520 LYON ST,The Little School,LYON,SIDEWALK,2,4,,2013,5,37.785131,-122.444704,POINT (-122.44469 37.785126),103,8,6,31,77,,,103
13645,1234 Valencia St.,SF Yoga Tree,Valencia St.,SIDEWALK,4,8,,2020,7,,,POINT (-122.42075 37.753094),53,3,2,20,87,,,53
9988,2456 CHESTNUT ST,Sorry I Broke Your Heart,CHESTNUT,SIDEWALK,2,4,,2015,1,37.8001,-122.443804,POINT (-122.443794 37.800095),17,4,6,13,9,,,17
10110,4097 19TH AVE,Diala Pizza,19TH,SIDEWALK,1,2,,2002,0,37.714467,-122.470264,POINT (-122.47025 37.714462),65,10,1,24,63,,,65
12708,1 Jose Sarria Ct,San Francisco Public Library,Jose Sarria Ct,SIDEWALK,3,6,,2019,12,37.76431229,-122.43175742,POINT (-122.43175 37.76431),38,3,5,5,88,9,,38
8621,700 Valencia St,Farina,Valencia Street,SIDEWALK,1,2,,2017,10,0,0,POINT (-122.421776 37.76156),37,3,5,20,76,,,37
11907,1500 CHURCH ST,UNKNOWN,CHURCH,SIDEWALK,1,2,,2003,0,37.746746,-122.42723,POINT (-122.427216 37.746742),84,9,5,22,174,,,84
9864,3150 24TH ST,Wise Sons Deli,24TH,SIDEWALK,1,2,,2012,8,37.752626,-122.415333,POINT (-122.41532 37.75262),53,3,2,20,166,,,53
12501,850 Mission Street,Bloomingdale's,Mission Street,SIDEWALK,2,4,,2019,12,37.78361117,-122.4053803,POINT (-122.405365 37.783607),32,1,10,34,181,4,,32
9454,1235 MISSION ST,multiple,MISSION,SIDEWALK,1,2,,2004,0,37.776655,-122.413508,POINT (-122.4135 37.77665),32,1,10,34,181,7,1,32
14361,2001 17th St,Live Sushi,17th St,SIDEWALK,1,2,,2021,11,,,POINT (-122.47406 37.750412),44,10,8,14,111,,,44
11330,2825 CALIFORNIA ST,UNKNOWN,CALIFORNIA,SIDEWALK,1,2,,2004,0,37.787833,-122.440718,POINT (-122.440704 37.787827),103,8,6,30,5,,,103
12444,2007 Irving St,Sandra Lee Optometry,IRVING,SIDEWALK,1,2,,2017,7,37.763395,-122.479355,POINT (-122.47934 37.76339),39,10,7,35,62,,,39
11860,560 CENTRAL AVE,Bistro Central Parc,CENTRAL,SIDEWALK,3,6,,2012,2,37.774997,-122.444267,POINT (-122.44425 37.774994),24,7,11,18,71,,,24
11264,457 10TH ST,UrbanCore Development,10TH,SIDEWALK,1,2,,2013,1,37.771063,-122.410192,POINT (-122.41018 37.771057),32,1,10,34,179,,,32
9134,2323 CHESTNUT ST,UNKNOWN,CHESTNUT,SIDEWALK,1,2,,2004,0,37.799924,-122.441474,POINT (-122.44146 37.79992),17,4,6,13,82,,,17
12217,734 IRVING ST,Yancy's Saloon,IRVING,SIDEWALK,1,2,,2004,0,37.764301,-122.465871,POINT (-122.46586 37.764297),109,10,11,14,151,,,109
10587,1 South Park St,The American Grilled Cheese Kitchen,SOUTH PARK,SIDEWALK,1,2,,2016,8,37.736798,-122.425486,POINT (-122.425476 37.736794),61,9,5,2,158,,,61
11323,3119 Clement St,Garden House Cafe,CLEMENT,SIDEWALK,2,4,,2017,5,37.781598,-122.492587,POINT (-122.49258 37.781593),8,8,4,29,142,,,8
14356,730 Florida St,Farmhouse Thai Cuisine,Florida St,SIDEWALK,1,2,,2021,11,,,POINT (-122.41091 37.759968),53,3,2,20,169,,,53
13828,154 Julian Ave,,Julian Ave,SIDEWALK,2,4,,2020,9,,,POINT (-122.42097 37.765717),53,3,2,20,89,,,53
14397,820 Mission Street,,Mission Street,SIDEWALK,2,4,,2021,12,,,POINT (-122.404686 37.78414),32,1,10,34,181,4,,32
10619,2115 VAN NESS AVE,Eyebrows To Die For,VAN NESS,SIDEWALK,1,2,,2010,9,37.79496,-122.423367,POINT (-122.423355 37.794956),102,4,3,32,45,,,102
10838,501 HAYES ST,Stacks Restaurant,HAYES,SIDEWALK,1,2,,2003,0,37.776388,-122.424743,POINT (-122.42473 37.776382),22,4,11,9,70,,,22
11511,2871 24TH ST,L's Caffe,24TH,SIDEWALK,1,2,,2006,0,37.75254,-122.40957,POINT (-122.40955 37.752537),53,3,2,20,194,,,53
12274,3505 20TH ST,Mission Economic Development Association,20TH,SIDEWALK,2,4,,2010,12,37.758455,-122.419322,POINT (-122.41931 37.75845),53,3,2,20,177,,,53
10917,765 MONTEREY BLVD,The Abode of Iyengar Yoga,MONTEREY,SIDEWALK,1,2,,2006,0,37.731231,-122.45251,POINT (-122.4525 37.731228),95,9,8,41,100,,,95
10702,506 HAYES ST,Timbuk2,HAYES,ROADWAY,6,12,,2010,12,37.776811,-122.424899,POINT (-122.42489 37.776806),22,4,11,9,70,,,22
10751,498 HAYES ST,Octavia's Haze gallery,HAYES,SIDEWALK,1,2,,2002,0,37.776791,-122.424495,POINT (-122.424484 37.776787),22,4,11,9,70,,,22
14229,2189 Great Highway,,Great Highway,SIDEWALK,5,10,,2021,5,,,POINT (-122.507484 37.745724),39,10,7,35,102,,,39
9578,1026 VALENCIA ST,Cafe Altano,VALENCIA,SIDEWALK,1,2,,2010,0,37.756412,-122.421359,POINT (-122.42135 37.75641),52,3,5,20,76,,,52
10802,249 Cortland Avenue,Healthy Spirits,CORTLAND,SIDEWALK,1,2,,2016,7,37.739529,-122.418964,POINT (-122.41895 37.739525),83,9,2,2,188,,,83
10125,301 BATTERY ST,Bently Reserve,BATTERY,SIDEWALK,1,2,,2015,1,37.79434,-122.40065,POINT (-122.400635 37.794334),108,6,3,6,55,,,108
10344,1195 OAK ST,Oakside Cafe,OAK,SIDEWALK,1,2,,2000,0,37.772732,-122.438874,POINT (-122.43886 37.772728),112,7,11,3,183,,,112
8576,1784 Union Street,Dantone,Union Street,SIDEWALK,1,2,,2018,5,0,0,POINT (-122.428665 37.798164),15,4,6,13,81,,,15
12682,5644 Geary Blvd,Bikram Yoga Seacliff,Geary Blvd,SIDEWALK,2,4,,2019,12,37.78039111,-122.47987823,POINT (-122.479866 37.780388),8,8,4,29,28,,,8
13805,1369 Folsom st,Hole in the Wall,Folsom st,SIDEWALK,2,4,,2020,9,,,POINT (-122.412476 37.773083),32,1,10,34,35,,,32
11826,2128 15TH ST,Stop Aids Project,15TH,SIDEWALK,1,2,,0,0,37.766192,-122.43177,POINT (-122.431755 37.766186),28,7,5,5,90,,,28
9950,1001 GUERRERO ST,Beast and the Hare,GUERRERO,SIDEWALK,1,2,,2013,5,37.754936,-122.422917,POINT (-122.422905 37.754932),52,3,5,20,176,,,52
8930,5332 Geary St,The Training Zone,Geary St,SIDEWALK,1,2,,2017,9,0,0,POINT (-122.47678 37.780758),5,8,4,29,57,,,5
14286,1401 Bay Street,Fort Mason GGNRA,Bay Street,SIDEWALK,2,4,,2021,9,,,POINT (-122.43022 37.803493),98,4,6,13,41,,,98
11313,None,Golden Gate Park Panhandle Children's Playground,None,PARCEL,6,12,,2013,1,37.772195,-122.447927,POINT (-122.447914 37.77219),24,7,11,12,53,,,24
11279,1732 POLK ST,Le Petit Marchet,POLK,SIDEWALK,1,2,,2013,1,37.792897,-122.420783,POINT (-122.42077 37.792892),105,4,3,32,45,,,105
9075,843 broadway,Computer Repair,BROADWAY,SIDEWALK,1,2,,2016,8,37.797094,-122.410903,POINT (-122.41089 37.79709),107,6,3,6,16,,,107
9149,57 POST ST,Mechanics' Institute Library,POST,SIDEWALK,2,4,,2015,1,37.788855,-122.402957,POINT (-122.40295 37.78885),19,6,3,8,43,,,19
9930,880 MARKET ST,Anthropologie,MARKET,SIDEWALK,3,6,,2013,11,37.785106,-122.407409,POINT (-122.407394 37.785103),19,6,3,8,43,5,,19
14154,972 Bush St,,Bush St,SIDEWALK,2,4,,2021,3,,,POINT (-122.4132 37.789597),50,6,3,21,113,,,50
12185,None,Duboce Park,DUBOCE,SIDEWALK,5,10,,2012,9,37.769305,-122.433097,POINT (-122.43308 37.7693),28,7,5,3,183,,,28
9960,937 HOWARD ST,Tin Restaurant,HOWARD,SIDEWALK,1,2,,2015,1,37.780649,-122.405586,POINT (-122.40557 37.780643),32,1,10,34,35,7,,32
11577,1834 Clement St,Lee and Young Orthodontics,CLEMENT,SIDEWALK,1,2,,2017,5,37.78236,-122.47883,POINT (-122.47881 37.782356),8,8,4,29,28,,,8
11455,307 HAYES ST,Lers Ros Thai,HAYES,SIDEWALK,2,4,,2015,1,37.776919,-122.421675,POINT (-122.42166 37.776913),21,4,11,9,70,8,,21
13960,88 5th Street,,,SIDEWALK,2,4,,2020,9,,,POINT (-122.40683 37.78301),32,5,10,34,181,7,1,32
8549,3160 16th Street,Kilowatt,16th Street,SIDEWALK,1,2,,2018,8,0,0,POINT (-122.42323 37.765057),37,3,5,20,178,,,37
9982,315 LINDEN ST,Blue Bottle Cafe,LINDEN,SIDEWALK,2,4,,2011,1,37.77622,-122.423324,POINT (-122.42331 37.776215),22,4,11,9,70,,,22
8645,1940 Harrison Street,SFMTA Flynn Division,Harrision Street,SIDEWALK,3,6,,2018,4,0,0,POINT (-122.41349 37.767),53,3,2,20,180,,,53
12562,79 9th Street,Vapor Room,9th Street,SIDEWALK,2,4,,2019,12,37.77647064,-122.41499681,POINT (-122.414986 37.776466),32,5,10,34,181,7,1,32
8823,1295 Folsom Street,Out of the Closet,Folsom Street,SIDEWALK,1,2,,2018,6,0,0,POINT (-122.41123 37.77372),32,1,10,34,35,,,32
13769,200 Townsend Street,Walgreens,Townsend Street,SIDEWALK,2,4,,2020,8,,,POINT (-122.3928 37.77881),34,1,10,4,68,,,34
12488,1195 OAK ST,Oakside Cafe,OAK,SIDEWALK,1,2,,2013,1,37.772732,-122.438874,POINT (-122.43886 37.772728),112,7,11,3,183,,,112
11832,949 TARAVAL ST,Sunset Hydrophonic,TARAVAL,SIDEWALK,1,2,,2006,0,37.742839,-122.476394,POINT (-122.47638 37.742832),40,10,7,35,95,,,40
13481,4435 Pacheco,,Pacheco,SIDEWALK,2,4,,2020,2,,,POINT (-122.50765 37.748882),39,10,7,35,102,,,39
10934,1380 HOWARD ST,San Francisco Department of Public Health,HOWARD,SIDEWALK,1,2,,1998,0,37.774453,-122.414398,POINT (-122.41438 37.77445),32,1,10,34,181,,1,32
10357,941 KEARNY ST,UNKNOWN,KEARNY,SIDEWALK,1,2,,2004,0,37.796773,-122.405579,POINT (-122.40556 37.79677),104,6,3,6,55,,,104
11191,1555 YOSEMITE AVE,Yosemite Business Center,YOSEMITE,SIDEWALK,1,2,,2011,1,37.726001,-122.391004,POINT (-122.39099 37.725998),86,2,9,1,191,,,86
8544,707 Clement Street,Wah Supermarket,Clement Street,SIDEWALK,1,2,,2018,9,0,0,POINT (-122.466835 37.782585),5,8,4,11,97,,,5
11992,531 Divisadero Street,Soulva,DIVISADERO,SIDEWALK,1,2,,2017,5,37.774338,-122.437802,POINT (-122.43779 37.774334),24,7,11,9,1,,,24
9368,1375 9th Avenue,Masala dosa,09TH,SIDEWALK,1,2,,2016,8,37.762656,-122.466301,POINT (-122.466286 37.76265),109,10,11,14,151,,,109
14097,3098 23rd Street,Parque Niños Unidos,23rd Street,SIDEWALK,3,6,,2021,1,,,POINT (-122.41411 37.75411),53,3,2,20,195,,,53
9784,1314 22ND AVE,Post Office,22ND,SIDEWALK,1,2,,2004,0,37.76318,-122.479978,POINT (-122.479965 37.763176),39,10,7,35,62,,,39
8603,99 Elkhart Street,Rincon Place,Elkhart Street,SIDEWALK,4,8,,2017,10,0,0,POINT (-122.39181 37.788124),30,1,10,8,25,3,,30
12466,4565 MISSION ST,Zeng's Massage Therapy,MISSION,SIDEWALK,1,2,,2015,1,37.725145,-122.434137,POINT (-122.43412 37.72514),90,9,1,7,157,,,90
9908,1122 TARAVAL ST,Sterling Bank and Trust,TARAVAL,SIDEWALK,1,2,,2003,0,37.743176,-122.47833,POINT (-122.47832 37.74317),40,10,7,35,31,,,40
12126,2049 GROVE ST,New Traditions Elementary School,GROVE,SIDEWALK,1,2,,2012,2,37.77388,-122.450254,POINT (-122.45024 37.773876),24,7,11,18,71,,,24
10196,298 KING ST,Safeway,04TH,SIDEWALK,3,3,,0,0,37.777637,-122.393405,POINT (-122.393394 37.777634),34,1,10,4,68,,,34
9566,145 09TH ST,UNKNOWN,09TH,SIDEWALK,1,2,,2002,0,37.775853,-122.413813,POINT (-122.4138 37.77585),32,1,10,34,181,,1,32
11462,1173 SUTTER ST,The Popular Workshop,SUTTER,SIDEWALK,1,2,,2012,10,37.787535,-122.419697,POINT (-122.419685 37.78753),50,4,3,21,11,10,,50
9228,828 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,2004,0,37.759494,-122.421475,POINT (-122.42146 37.75949),37,3,5,20,76,,,37
11059,668 CLAY ST,Balmoral Hotel North #2,CLAY,SIDEWALK,1,2,,0,0,37.794736,-122.404256,POINT (-122.40424 37.79473),104,6,3,6,55,,,104
11132,650 Florida Street,Greener Cleaners,FLORIDA,SIDEWALK,1,2,,2016,7,37.761046,-122.411111,POINT (-122.411095 37.76104),53,3,2,20,169,,,53
13627,1311 Noriega St,HD Rice Noodle,Noriega St,SIDEWALK,2,4,,2020,7,,,POINT (-122.477745 37.75419),39,10,7,35,60,,,39
8655,300 Steiner,Maven,Steiner St,SIDEWALK,1,2,,2019,2,0,0,POINT (-122.43202 37.772038),26,4,11,9,137,,,26
10949,175 04TH ST,Jillian's,04TH,SIDEWALK,3,6,,2012,12,37.783991,-122.403339,POINT (-122.40333 37.783985),32,1,10,8,25,4,,32
12745,5137 Mission,Youth Art Exchange,Mission,SIDEWALK,1,2,,2019,12,37.71669079,-122.44083016,POINT (-122.44082 37.716686),90,9,1,7,156,,,90
12571,2535 3rd Street,Daily Drivet,3rd Street,SIDEWALK,2,4,,2019,12,37.75734924,-122.38815563,POINT (-122.388145 37.757343),55,2,9,26,167,14,,55
8513,2549 Irving Street,Artisans of San Francisco,Irving Street,SIDEWALK,1,2,,2017,7,0,0,POINT (-122.48539 37.762943),39,10,7,35,61,,,39
12356,130 WEST PORTAL AVE,Citibank,WEST PORTAL,SIDEWALK,1,2,,2013,3,37.739482,-122.467739,POINT (-122.46773 37.739475),46,10,8,41,149,,,46
10542,2023 Mission Street,Mi Tierra Market,MISSION,SIDEWALK,1,2,,2017,2,37.764666,-122.419545,POINT (-122.41953 37.76466),53,3,2,20,89,,,53
10460,3409 24TH ST,Papalote,24TH,SIDEWALK,1,2,,2002,0,37.751935,-122.42093,POINT (-122.42091 37.75193),53,3,5,20,176,,,53
9043,227 Balboa,Peter's Place Nursery,BALBOA,SIDEWALK,1,2,,2016,10,37.777298,-122.461091,POINT (-122.461075 37.777294),5,8,4,11,141,,,5
10157,37 Leland Avenue,Visitation Dental Office,LELAND,SIDEWALK,2,4,,2017,2,37.711431,-122.404539,POINT (-122.404526 37.711426),75,9,9,40,117,,,75
12703,697 Monterey Blvd,St Francis Dentistry,Monterey Blvd,SIDEWALK,1,2,,2019,12,37.73148597,-122.45089158,POINT (-122.45088 37.73148),95,9,8,41,100,,,95
11545,1201 VICENTE ST,Riverside Seafood Restaurant,VICENTE,SIDEWALK,1,2,,2010,0,37.738889,-122.479865,POINT (-122.47985 37.738884),40,10,7,35,95,,,40
12420,2164 POLK ST,Crave,POLK,SIDEWALK,1,2,,2003,0,37.796786,-122.421631,POINT (-122.421616 37.79678),105,4,3,32,15,,,105
11922,14 CLEMENT ST,Aqua Spa,CLEMENT,SIDEWALK,1,2,,2006,0,37.783394,-122.459474,POINT (-122.45946 37.78339),5,8,4,11,98,,,5
10817,1150 OCEAN AVE,Avalon at Ocean,OCEAN,SIDEWALK,2,4,,2012,4,37.723968,-122.454981,POINT (-122.45497 37.723965),71,9,8,41,106,13,,71
12691,2508 Mission,Stamper Optometey,Mission,SIDEWALK,2,4,,2019,12,37.75677054,-122.41888601,POINT (-122.41887 37.756767),53,3,2,20,177,,,53
10902,399 GROVE ST,Boxing Room,GROVE,SIDEWALK,1,2,,0,0,37.777599,-122.422751,POINT (-122.42274 37.777596),21,4,11,9,70,8,,21
10559,1058 FOLSOM ST,Deli Board,RUSS,SIDEWALK,2,4,,2015,1,37.777723,-122.407137,POINT (-122.40713 37.777718),32,1,10,34,35,,,32
13779,5112 3rd Street,Word. A Cafe,3rd Street,SIDEWALK,3,6,,2020,8,,,POINT (-122.391685 37.732143),87,2,9,1,161,,,87
11800,700 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,2002,0,37.771874,-122.433932,POINT (-122.43392 37.77187),26,4,11,3,183,,,26
12713,600 14th street,,14th street,SIDEWALK,1,2,,2019,12,37.7678696,-122.42681121,POINT (-122.426796 37.767864),37,3,5,5,88,,,37
8919,3701 Geary Blvd,Pet's Corner,Geary Blvd,SIDEWALK,2,4,,2017,9,0,0,POINT (-122.45915 37.780937),5,8,4,11,141,,,5
14261,130 plymouth ave,,plymouth ave,SIDEWALK,1,2,,2021,5,,,POINT (-122.45602 37.711716),81,10,1,24,99,,,81
8798,701 Montgomery Street,Church of Scientology,Montgomery Street,SIDEWALK,2,4,,2018,4,0,0,POINT (-122.40363 37.79601),106,6,3,6,55,,,106
10638,240 TURK ST,Salvation Army,TURK,SIDEWALK,2,4,,2016,10,37.782985,-122.413105,POINT (-122.41309 37.78298),20,5,10,36,18,6,1,20
10853,731 IRVING ST,Wells Fargo,IRVING,SIDEWALK,1,2,,2002,0,37.763809,-122.465788,POINT (-122.465775 37.763805),109,10,11,14,151,,,109
8640,1200 Haight Street,Buena Vista Park,Haight Street,SIDEWALK,1,2,,2018,1,0,0,POINT (-122.44202 37.770576),112,7,5,3,183,,,112
11892,2319 MARKET ST,Wingard Kenneth,MARKET,SIDEWALK,1,2,,2003,0,37.763339,-122.433614,POINT (-122.4336 37.763332),38,3,5,5,88,9,,38
14207,691 20th ave,,20th ave,SIDEWALK,1,2,,2021,5,,,POINT (-122.47899 37.774982),8,8,4,29,93,,,8
11379,433 BERRY ST,UNKNOWN,BERRY,SIDEWALK,3,3,,2007,0,37.771649,-122.398554,POINT (-122.398544 37.771645),34,1,10,4,68,,,34
14118,1300 Shrader Street,Chabad of Cole Valley,Shrader Street,SIDEWALK,1,2,,2021,2,,,POINT (-122.45086 37.762943),114,7,11,3,135,,,114
14129,1772 Haight Street,,Haight Street,SIDEWALK,1,2,,2021,2,,,POINT (-122.45139 37.76944),25,7,11,3,91,,,25
13441,1415 Ocean Avenue,,Ocean Avenue,SIDEWALK,5,10,,2020,2,,,POINT (-122.4575 37.72388),64,10,8,24,127,13,,64
9153,2600 MCALLISTER ST,Twilight Cafe,MCALLISTER,SIDEWALK,1,2,,2013,7,37.775886,-122.455041,POINT (-122.455025 37.775883),12,8,4,18,75,,,12
9662,200 MCALLISTER ST,UC Hastings College of the Law,MCALLISTER,SIDEWALK,1,2,,2005,0,37.780929,-122.41559,POINT (-122.41557 37.780926),21,5,10,36,132,6,1,21
9588,1700 FILBERT ST,MJB Coffee,FILBERT,SIDEWALK,1,2,,2000,0,37.799276,-122.427661,POINT (-122.42765 37.79927),15,4,6,13,40,,,15
12169,568 HOWARD ST,Office Building,HOWARD,SIDEWALK,1,2,,2010,11,37.78744,-122.397834,POINT (-122.39782 37.787434),32,1,10,8,25,3,,32
12403,1234 POLK ST,Quetzal,POLK,SIDEWALK,1,2,,2004,0,37.788463,-122.419975,POINT (-122.41996 37.78846),50,4,3,21,11,10,,50
14382,2100 Great Highway,,Great Highway,SIDEWALK,2,4,,2021,12,,,POINT (-122.50767 37.74706),39,10,7,35,102,,,39
11087,2181 IRVING ST,Yum Yum Fish,IRVING,SIDEWALK,1,2,,2004,0,37.763136,-122.481111,POINT (-122.481094 37.76313),39,10,7,35,62,,,39
11514,835 MARKET ST,Westfield,MISSION,SIDEWALK,2,4,,2013,1,37.784392,-122.406391,POINT (-122.40638 37.784386),32,5,10,34,181,5,,32
10189,230 09TH ST,UNKNOWN,09TH,SIDEWALK,1,2,,2003,0,37.774394,-122.412849,POINT (-122.412834 37.774387),32,1,10,34,35,,,32
9417,71 LELAND AVE,Visiticion Valley One Link Career Center,LELAND,SIDEWALK,1,2,,2009,0,37.711587,-122.405371,POINT (-122.40536 37.711582),75,9,9,40,117,,,75
10020,2 FOLSOM ST,Gap Headquarters,FOLSOM,SIDEWALK,6,12,,2015,1,37.790782,-122.390948,POINT (-122.39094 37.790775),108,1,10,8,25,3,,108
9999,650 ALABAMA ST,Bike Kitchen and Adventurous Sports,ALABAMA,SIDEWALK,4,8,,2012,8,37.760911,-122.412321,POINT (-122.41231 37.760906),53,3,2,20,169,,,53
