Song Name,Artist,Aberdeen-SD,Aberdeen-WA,Abilene,Akron,Albany,Albuquerque,Allentown,Anaheim,Anchorage,Asheville,Atlanta,Aurora,Austin,Bakersfield,Baltimore,Barnstable,Baton-Rouge,Bellingham,Belvidere,Bend,Billings,Birmingham,Bismarck,Boise,Boston,Brentwood-NY,Bridgeport,Brockton,Brooklyn,Brownsville,Buffalo,Cape-Coral,Casper,Cedar-Rapids,Centreville,Charleston,Charlotte,Cheyenne,Chicago,Chico,Cincinnati,Clarksville-TN,Cleveland,Colorado-Springs,Columbia,Columbus,Concord-CA,Coram-NY,Coventry-RI,Crystal-Lake,Dale-City-VA,Dallas,Davenport,Dayton,Denver,Detroit,Dodge-City,Douglas-GA,Duluth,Dumas,El-Paso,Elgin,Erie,Eugene,Evanston,Fairbanks,Fairfield,Fargo,Fayetteville-AR,Fort-Lauderdale,Fort-Worth,Freeport-FL,Fremont-CA,Fresno,Grand-Island,Grand-Junction,Grand-Rapids,Great-Falls,Green-Bay,Greensboro,Greenville,Hammond-IN,Hanover-PA,Hartford,Hilo,Honolulu,Houston,Idaho-Falls,Indianapolis,Jackson,Jacksonville,Joliet,Juneau,Kansas-City,Keene-NH,Kennewick,Killeen,Knoxville,Lansing,Laredo,Las-Vegas,Lewiston,Little-Rock,Los-Angeles,Louisville,Lubbock,Macon,Madison,Manhattan,Mansfield-City,Marquette,McAllen,Memphis,Mesa,Miami,Milford-DE,Milwaukee,Minneapolis,Missoula,Mobile,Modesto,Nashville,New-Haven,New-Orleans,New-Ulm-MN,New-York-City,Norfolk,North-Platte,Norwich,Oakland,Ogden,Oklahoma-City,Omaha,Oneonta,Orlando,Oxnard,Philadelphia,Phoenix,Pine-Bluff,Pittsburgh,Pittsfield,Pocatello,Port-Angeles,Port-Saint-Lucie,Portland,Providence,Provo,Pueblo,Raleigh,Rapid-City,Reading,Reno,Richmond,Riverside,Rochester,Rockford,Rome,Sacramento,Saint-Cloud,Saint-Paul,Salinas,Salt-Lake-City,San-Antonio,San-Diego,San-Francisco,San-Jose,Santa-Barbara,Sarasota,Scranton,Seattle,Shreveport,Sioux-Falls,South-Boston,Spokane,Springfield-IL,Springfield-MA,Springfield-MO,St.-Louis,Stockton,Syracuse,Tacoma,Tallahassee,Tampa,The-Woodlands-TX,Thousand-Oaks,Toms-River,Tracy-CA,Trenton,Tucson,Tulsa,Twin-Falls,Tyler,Virginia-Beach,Warren-OH,Washington-D.C.,Wichita,Wilmington,Worcester,Yakima,Youngstown,Yuma
'Til You Can't,Cody Johnson,,15,,,,,,,,,,,,,,,,,5,17,3,,1,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,15,,,,,,,10,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,8,,17,,,,,,,,,2,,,,,,,,,,,,19,1,,,,,,,,,,,,,,,,,,,,19,,20,,,,,,,
One Mississippi,Kane Brown,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Energy,Latto,,18,1,13,6,4,7,2,11,13,15,,15,2,18,14,11,,7,19,6,10,5,5,12,14,7,14,,3,,5,4,7,,15,,,,3,3,,13,20,17,5,6,6,5,,18,16,5,9,11,3,,,,,7,13,13,7,,8,11,,7,10,6,11,6,3,1,1,2,1,8,,9,20,1,13,6,1,17,11,,13,8,,,1,,9,19,3,6,7,3,2,8,4,5,7,13,17,,,,4,6,3,18,2,8,11,,4,3,10,8,7,,13,8,,,13,5,6,2,,13,2,5,3,,7,,,10,7,,10,6,5,,3,1,3,7,3,15,3,,3,6,,12,6,8,7,14,6,6,14,1,,5,8,,16,20,1,5,7,2,3,18,18,6,9,5,4,13,4,4,12,7,10,10,1,,14,5,6,15,2,3
For Tonight,GIVĒON,,19,12,,,,,,,,,,,,,,,,19,,,17,,,,,,,,,,,,18,,,,,,,,16,,,15,,,,13,,,,10,,,,,9,,,,,,,,,,17,,,,,,,,,,,,16,18,,7,,13,,,,,,19,,,,,,,11,,,17,10,,,20,,16,,,,,,,,,20,,,,8,16,,,20,,,,16,,,,,,6,,,,,,,,,,,,,,13,,18,,,,,19,9,,,15,,,,,,,,,,20,,14,,2,,,6,,,,,,,,,,,,,,11,,,,,,,,,,,
Scorpio,Moneybagg Yo,,20,3,19,,19,,,,,9,,,,5,,19,,,,20,3,,,,,,,,7,,,,,,16,12,,,7,18,,,,9,9,9,,,,,10,,19,,8,,4,,,,15,,,,,14,,17,,7,,8,14,,,8,,,,6,,,,,,8,,16,9,9,13,,8,,,10,18,,18,10,,9,,9,,7,,,,,9,8,,,4,,,,16,8,17,,14,,,4,,,10,,,,13,,,,,15,,,,,,,,,,18,,,12,9,,,20,2,15,,,,,11,,10,,,,,,4,,5,,,,,19,17,,,,16,16,,,,,,14,,4,5,5,,18,,,,,
Hrs and Hrs,Muni Long,,,4,9,10,12,2,,,10,1,,,12,1,,2,,,,,1,,,17,,8,,,14,,20,,15,,10,2,,3,,10,3,6,,1,2,14,,,14,2,4,11,2,,1,,1,,,,4,14,,,,15,,12,6,4,15,,11,,,1,,,2,1,2,4,6,,,7,,3,1,1,3,,3,,,6,7,13,,8,12,3,,2,15,1,,,,10,,1,,6,7,6,,,1,,9,5,1,,8,1,,,18,,7,,1,4,,2,,1,17,,,,3,,11,,11,3,,2,,2,12,9,4,3,,,,,,17,,,,,,3,,2,,1,,2,10,4,2,14,8,,7,5,8,,13,18,5,,2,,1,2,3,4,6,1,,,9,
Heat Waves,Glass Animals,,,6,,13,6,14,7,7,,,,,9,,13,,8,13,,9,,9,12,14,,13,,,20,,14,,8,,,,9,19,6,,12,,14,,10,,16,1,,13,12,7,16,15,17,,,19,,9,14,15,11,,,13,9,11,12,14,1,20,16,9,13,14,,,,,,11,,4,15,14,8,10,,6,,,14,,8,5,13,4,,4,6,,10,18,10,,,,15,,11,,10,13,15,,,6,13,11,,11,15,,17,,,3,,12,15,6,,6,15,17,9,,15,,4,,8,12,13,16,,,,11,17,,11,18,8,,16,,,,11,15,20,8,16,,20,4,9,10,2,10,6,18,15,18,,12,15,6,,17,17,,16,,13,7,6,2,8,,12,,9,17,18,7,,4
Knife Talk [Mixed],Drake Feat. 21 Savage & Project Pat,,,7,,,8,,,,,,,,,,,17,,,,,14,,,,,19,,,9,,,,,,,,,,18,,,,,13,,,,,,,19,,14,,,16,14,,,15,,16,,,,,,,,16,,,15,,,,,20,,13,,,,,,6,,,,,,,,,,12,,,,,,,,,19,10,,,,,8,16,17,,16,,,,12,17,,,17,,,,,,,,14,,5,,,,18,,,,,,,,,,,,,,,,20,,,,18,,,,,12,,,,,,,,20,,,,,,,,,,,,,13,,,,,17,15,,6,20,6,,19,,,,,6
Smokin Out The Window,"Bruno Mars, Anderson .Paak & Silk Sonic",,,8,,,,,,,20,,,,,,,14,,,,,12,,,,,,,,,,,,,,20,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,12,,,,17,,9,,,14,,,,7,,,,,,,,15,,,,,20,,,,14,,,,,,13,,,10,,,,14,,,,18,,,13,,,,,,,,,17,,,,,,13,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,20,
Super Gremlin,Kodak Black,,,9,15,5,17,,,,8,4,,19,14,4,15,6,,,,19,2,,,16,9,4,13,,6,,6,,5,,11,8,,9,15,7,7,14,,2,8,,9,,18,11,3,,3,,5,19,10,,,,6,20,,,,,,9,9,3,,11,5,12,,6,,14,12,4,9,5,5,,,2,,13,3,3,11,,7,,,4,4,9,5,18,7,4,,8,3,2,20,,,,6,4,7,7,3,13,,19,3,7,14,9,6,,7,11,,6,,,5,18,2,9,,7,8,5,19,,10,,6,,,,,13,,13,18,8,,,7,5,10,4,,,,4,,,,,18,17,,3,19,3,,,12,16,11,4,5,,14,2,10,,10,8,8,14,3,10,2,12,4,12,5,3,9,,8,
Never Tear Us Apart,INXS,,,10,3,3,5,10,3,14,5,7,,3,5,8,,1,2,,6,15,16,,17,3,2,6,4,,12,19,,,19,,2,4,,4,4,8,4,9,5,11,6,7,3,,,9,5,,6,2,14,,,1,,2,,1,2,,,7,7,3,4,5,,4,6,,6,7,4,9,5,10,6,,8,,,4,14,6,14,11,10,14,16,2,11,8,5,2,3,5,,10,2,7,2,,3,1,2,5,14,,4,4,,4,5,1,,9,3,3,2,,2,6,,2,3,16,4,12,,8,3,4,5,,5,6,,11,,5,2,7,,2,4,6,2,3,2,7,17,8,7,,,3,2,2,2,2,5,3,16,12,5,13,,,3,8,,3,8,11,7,5,1,7,3,3,5,15,10,3,16,,18,6,,3,8,8,1,4,16,12
One Right Now,Post Malone & The Weeknd,,,13,,,18,,,17,,,,,17,,17,,,,,,,14,16,18,,10,,,,,,16,16,,,,,,19,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,20,,,,17,8,,7,,,,,,,16,11,17,10,,,,,,,,,,,,,,,12,13,,,,,,,,17,,16,,6,,8,,,,,13,,12,,,,,10,,,,,19,,,12,,6,,,,,,17,,,,,,,,7,,,,13,,6,,,,17,,,20,,,,,,,20,,12,,20,20,,7,12,,,,,,,,,10,,20,,,,,15,,10,,,7
Fingers Crossed,Lauren Spencer-Smith,,,14,18,16,11,11,11,,15,,,,8,,,,,,,4,,3,,,8,14,19,,,,,,2,,,,,11,10,12,,,18,,19,,12,,4,,,2,8,,,,,12,,,5,,16,,,12,10,15,,,,15,,4,,,5,1,,,8,18,12,1,4,,3,,,,2,13,17,,17,,9,,,,3,12,15,19,16,,,,,,,,16,,12,16,7,,,,20,10,,,16,,,15,,2,17,,,20,,19,12,,,9,14,,,,12,3,14,,,,,,14,6,1,,,16,,,5,,,19,15,18,12,10,16,,,,18,3,4,12,14,,2,14,,18,15,15,11,,,11,17,3,,,18,,13,7,,16,7,20
Easy On Me,Adele,,,17,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,17,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,16,,18,16,,12,,,,,,,,,,,,19,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,18,,,,,,,11,,,13,,7,,,,,
Pepas,Farruko,,,20,,,20,,13,,,,,20,7,,,,,15,,,,,,,,,,,8,,3,,,,,,,,20,,,,,,,19,,,,,,,,,,,,,,11,,,,4,,,,,7,,,,12,,,,,,,,,,,,,15,,,,,,,,,,,,,14,20,16,,14,,,,,,,,5,,19,2,,,,,,5,,17,,,,,,9,,,,,,5,10,,14,,,,,,4,,,,,,,,16,,6,,,,17,,,,,7,17,,10,15,6,,,,,,,,,,,15,,,9,8,,,,5,,16,,16,11,,,,,,,,,5
"R.A.P. Music"" Album Untitled""",Killer Mike,,,,5,9,,4,10,8,3,11,,5,,12,16,15,4,6,5,14,,11,7,5,16,,7,,,,,,,,4,6,,6,,6,,2,4,18,4,20,,,8,10,7,6,13,3,9,,,3,,,7,11,19,,7,9,4,4,14,12,,10,,,,13,19,4,8,5,11,,20,,,12,,7,6,14,8,,5,1,14,,17,7,,15,,6,13,6,13,,2,11,,8,,12,20,,,3,4,2,,,4,,10,9,19,12,,17,5,18,8,1,,,11,10,,,4,2,20,,,6,6,11,20,6,11,8,,5,,4,18,,,5,,11,12,13,6,6,11,10,7,,7,15,4,,8,5,17,19,3,,,7,16,10,5,7,20,20,12,19,7,,9,4,,5,,18,12,,10,
Bam Bam,Sister Nancy,,,,6,7,,8,9,15,6,12,,6,,10,3,10,11,,7,,,,15,7,4,11,9,,,,13,,,,9,9,,8,,13,6,8,9,,16,11,10,7,5,6,13,,20,9,11,,,14,,16,16,6,15,,3,4,6,18,8,17,,18,,,15,,11,,9,,4,19,14,,,10,,15,,16,12,9,20,3,18,9,16,16,,,,7,11,12,,,10,,5,13,,,,10,,7,9,4,,,11,13,,14,14,17,,7,6,,13,,,19,8,8,,,8,8,,3,18,10,8,,16,7,,7,,13,10,8,,,19,,,17,,14,5,7,13,8,5,,13,,,,,16,,14,13,16,,12,17,12,7,10,7,6,11,,,,16,14,,7,,13,13,13,17,
I Look Good,O.T. Genasis,,,,7,15,,9,17,,,13,6,13,,14,,8,15,,,,,,19,11,20,,15,,,,,,,,13,13,,,8,2,11,7,7,19,14,5,,,,12,15,,5,7,16,9,,10,5,20,,,,,14,2,,19,,13,20,5,18,,,,,,13,,14,,,3,,,15,18,,17,,,9,,6,18,,8,,,,18,17,15,9,,8,19,,,,,13,,,10,10,,15,,6,,,,,7,,16,7,20,18,,,,19,14,16,,9,,,4,,16,15,13,7,9,,20,11,17,13,11,,11,13,,,5,,19,10,11,7,,10,,17,6,18,,14,,,,,6,19,13,10,11,20,20,,1,,,,,,9,,8,,,,6,,
Hiding In The Bushes,Ouija Macc & Starfoxlaflare,,,,8,,,,,,,2,,,,6,,3,,,,,7,,,,,,,,,,,,,,18,5,,12,,,1,3,,6,,,,,,20,17,,4,,6,,,,,,,,,,,,,,,19,,,,,,,,,1,11,1,,,,,16,,4,2,10,,,,,,3,,,,,,2,,13,,6,,,,,,2,,,,12,,,18,,16,,13,,,3,,,14,,,,,,,15,,2,,,,,,,,,,12,,,,6,,,16,20,,,,,,,,,,,,,,1,,9,,,,,6,,,,6,,,,,11,,,,,,8,,11,,15,,,6,
Beautiful Strangers,Kevin Morby,,,,12,,,,,10,,,,18,,,18,,,,3,,,8,,,,,17,,,,15,,,,,,,,,11,,16,17,,,,,,19,,,,,17,,,,6,,,,18,,,12,,,,,,7,,,,,,,19,,,,,,,,,,,,,,4,18,8,,,,,,,,,,,17,,6,,,18,,,,,,15,12,,,,19,,,,,,,,,,,,,,18,,,,11,,,,,14,,,9,14,15,,,,,10,,,,,,,,,,,,14,19,,,,,,,,,,,,,,,,,19,,19,,,,,,,,,,,,10,19,
Bring It On Home To Me,Sam Cooke,,,,20,,,12,18,,9,18,4,9,,20,,12,,2,10,,,,,,12,,11,,,,10,,,,12,15,,16,,,,12,,,,16,,,20,17,14,,,13,,,,,14,,10,,,,13,17,,14,,18,8,19,,,,,,,15,14,12,,,20,,,,20,18,,14,,,,,17,19,,,,,16,,17,20,,12,,,,,,,,,17,13,20,10,,8,,19,,,,,12,16,,10,,,,14,18,,,16,,,,,13,,,,11,,,20,15,17,16,,,,,,,,18,13,,,19,17,,,,,,15,,,,9,,,,11,,11,13,19,,,,,,,,,13,,,14,,,
Peru,Fireboy DML & Ed Sheeran,,,,,11,,20,,,,,,,,7,8,,,,,,,,,9,7,2,8,,,,,,,,,,,,,,,,,20,,,7,6,,14,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,10,,,17,3,,,,,,,15,,,,,,,,,,,,,,,,18,,,,,,,,12,,,,,,,,4,,,4,,,11,,,,,,15,,12,,,,15,,,9,,7,,,,,14,,,,,,,,,,,,,,,,,,9,,,,7,,,,7,,,18,,,,,,17,,7,,,,,,,15,,19,20,,,
I Hate U,SZA,,,,,12,,16,,,,14,,,,13,,18,,18,,,9,,,,13,9,,,,,,,,,19,,,,,,13,,,4,20,17,11,,,15,,,,,,,8,,,,,,,,,10,,,,,,13,13,,,,,,6,3,,6,,,17,,,,,,,,19,,,,14,,,13,11,14,,16,,5,,,,,,5,,,,,,,,10,,16,12,,5,9,,5,20,,,,3,,,11,,,,,,,,,,,,19,,15,,18,,,,13,,,,,,,,,,,,13,,16,,,,,,,17,10,17,,,19,,,8,12,14,,,,,19,17,20,17,9,,,14,14
Call Me Irresponsible,Bobby Darin,,,,,17,,,8,,14,20,,8,15,,,,14,,,,,,,8,11,,16,,,,,,,,14,20,,13,,,14,,16,,,13,,,,19,20,,,16,,,,13,,8,,,5,,,16,14,16,17,,,16,,,,,,,11,,,,,,,19,,,,,,8,,,,,,10,6,,,,8,,8,,11,,4,6,,,,11,,18,,7,,,12,,,,12,20,,,15,,,,,,9,20,,,,,,,,18,16,,,15,20,,13,14,8,,,,,,,8,,10,8,9,18,11,,,20,,,19,,,,,,,,19,3,,,8,,,,,,,,15,,10,,,19,12,,
TO THE MOON,Jnr Choi,,,,,20,,,,,,,,,,,,,,,,,,,,,15,,,,,,17,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,9,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beautiful Lies,Yung Bleu & Kehlani,,,,,,14,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,19,,,,15,,,,,,,,,15,,,,,,,,,,,11,,,,,,12,,,,,,18,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,20,,15,,,,,,,
Right Down The Line,Gerry Rafferty,,,,,,,,20,,,,,,,,,,9,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,17,,,,,16,,,,15,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,19,,,18,17,,17,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,9,,
Meet Me At Our Spot,"THE ANXIETY, WILLOW & Tyler Cole",,,,,,,,,16,,,,,20,,12,,,12,,12,,18,14,,,,,,,,,11,,,,,,,,,,,,,,,,,17,,,13,,,,,,,,,,,,,,,,,,,9,,,,10,,,11,,,,8,,,,,9,,,,,,,,16,,,,,,15,,,,,,,,,,,,11,,9,,,15,,,,,,,,,18,,,14,,17,,,,,,,,,7,,,,,,19,,,,,,,,,,,,,,19,,,,,,,,,,16,4,20,,7,,,,,,,,,,,,,20,10,6,17,,,,,,,,,8
Pressure,Ari Lennox,,,,,,,,,,12,5,,,,15,,16,,,,,4,,,,,,,,,,,,,,,16,,17,,,,19,,3,12,,,,,,,,12,,10,,2,,,,12,,,,,,,,,,,,,,,10,,,17,8,13,15,,,,20,,,5,12,,,,,,,,,,,,15,,11,,3,,,,,,3,,,5,,,,7,,,,9,,,10,,,,,,,,,,13,,4,,,,,,,,,,16,,,,11,,,,1,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,7,8,18,,,,,12,
Me or Sum,Nardo Wick Feat. Future & Lil Baby,,,,,,,,,,,8,,,,,,,,,,,8,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,11,,,,,,,5,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pop Music,2 Chainz Feat. Moneybagg Yo & Beatking,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pushin P,Gunna & Future Feat. Young Thug,,,,,,,,,,,17,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiss Me Deadly,Lita Ford,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaceful Easy Feeling,Eagles,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far Behind,Candlebox,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand In My Boots,Morgan Wallen,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payphone,Maroon 5 Feat. Wiz Khalifa,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surface Pressure (From Encanto""/Soundtrack Version)""",Jessica Darrow,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lazy Song,Bruno Mars,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobody's Fool,Cinderella,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstorm,Darude,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake Me,Cinderella,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loverboy,Billy Ocean,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lumberjack,Jackyl,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down On Me,Jackyl,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's Your Love,Tim McGraw Feat. Faith Hill,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dixieland Delight,Alabama,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Me Blind,Culture Club,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No One Else (Club Version),Total,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
